Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot03
Operator	Angus+Samantha
Date	2/5/2024
Time	16:26
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	265
dt	50.000001E-12
time stamp (ms)	9:01:29 PM
	
Time	Amplitude
0.000000E+0	-1.928781E-3
5.000000E-11	-1.897948E-3
1.000000E-10	-1.863689E-3
1.500000E-10	-1.867115E-3
2.000000E-10	-1.870541E-3
2.500000E-10	-1.836282E-3
3.000000E-10	-1.788319E-3
3.500000E-10	-1.760912E-3
4.000000E-10	-1.726653E-3
4.500000E-10	-1.664987E-3
5.000000E-10	-1.606747E-3
5.500000E-10	-1.555359E-3
6.000000E-10	-1.486841E-3
6.500000E-10	-1.411471E-3
7.000000E-10	-1.366935E-3
7.500000E-10	-1.366935E-3
8.000000E-10	-1.390916E-3
8.500000E-10	-1.432027E-3
9.000000E-10	-1.500544E-3
9.500000E-10	-1.575914E-3
1.000000E-9	-1.654709E-3
1.050000E-9	-1.743783E-3
1.100000E-9	-1.808875E-3
1.150000E-9	-1.836282E-3
1.200000E-9	-1.856837E-3
1.250000E-9	-1.870541E-3
1.300000E-9	-1.839708E-3
1.350000E-9	-1.771190E-3
1.400000E-9	-1.702672E-3
1.450000E-9	-1.623876E-3
1.500000E-9	-1.548507E-3
1.550000E-9	-1.517674E-3
1.600000E-9	-1.503970E-3
1.650000E-9	-1.483415E-3
1.700000E-9	-1.483415E-3
1.750000E-9	-1.510822E-3
1.800000E-9	-1.538229E-3
1.850000E-9	-1.569062E-3
1.900000E-9	-1.593043E-3
1.950000E-9	-1.596469E-3
2.000000E-9	-1.572488E-3
2.050000E-9	-1.531377E-3
2.100000E-9	-1.469711E-3
2.150000E-9	-1.401194E-3
2.200000E-9	-1.353231E-3
2.250000E-9	-1.308695E-3
2.300000E-9	-1.257306E-3
2.350000E-9	-1.243603E-3
2.400000E-9	-1.284713E-3
