Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot03
Operator	Angus+Samantha
Date	2/5/2024
Time	16:26
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	4:27:11 PM
	
Time	Amplitude
0.000000E+0	-3.352232E-3
5.000000E-11	-3.374500E-3
1.000000E-10	-3.393343E-3
1.500000E-10	-3.413898E-3
2.000000E-10	-3.453296E-3
2.500000E-10	-3.516675E-3
3.000000E-10	-3.578341E-3
3.500000E-10	-3.600610E-3
4.000000E-10	-3.597184E-3
4.500000E-10	-3.607462E-3
5.000000E-10	-3.616026E-3
5.500000E-10	-3.612600E-3
6.000000E-10	-3.610887E-3
6.500000E-10	-3.629730E-3
7.000000E-10	-3.657137E-3
7.500000E-10	-3.670841E-3
8.000000E-10	-3.665702E-3
8.500000E-10	-3.669128E-3
9.000000E-10	-3.682831E-3
9.500000E-10	-3.670841E-3
1.000000E-9	-3.617739E-3
1.050000E-9	-3.573203E-3
1.100000E-9	-3.542369E-3
1.150000E-9	-3.477277E-3
1.200000E-9	-3.393343E-3
1.250000E-9	-3.362510E-3
1.300000E-9	-3.379639E-3
1.350000E-9	-3.395056E-3
1.400000E-9	-3.415611E-3
1.450000E-9	-3.448157E-3
1.500000E-9	-3.470425E-3
1.550000E-9	-3.478990E-3
1.600000E-9	-3.489268E-3
1.650000E-9	-3.504684E-3
1.700000E-9	-3.509823E-3
1.750000E-9	-3.513249E-3
1.800000E-9	-3.508110E-3
1.850000E-9	-3.508110E-3
1.900000E-9	-3.518388E-3
1.950000E-9	-3.538944E-3
2.000000E-9	-3.557786E-3
2.050000E-9	-3.561212E-3
2.100000E-9	-3.561212E-3
2.150000E-9	-3.578341E-3
2.200000E-9	-3.610887E-3
2.250000E-9	-3.643433E-3
2.300000E-9	-3.663989E-3
2.350000E-9	-3.672554E-3
2.400000E-9	-3.658850E-3
