Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot03
Operator	Angus+Samantha
Date	2/5/2024
Time	16:26
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	153
dt	50.000001E-12
time stamp (ms)	7:05:01 PM
	
Time	Amplitude
0.000000E+0	8.393815E-5
5.000000E-11	1.678727E-4
1.000000E-10	2.381037E-4
1.500000E-10	2.877792E-4
2.000000E-10	3.168994E-4
2.500000E-10	3.323159E-4
3.000000E-10	3.254641E-4
3.500000E-10	2.860663E-4
4.000000E-10	2.329648E-4
4.500000E-10	1.781504E-4
5.000000E-10	1.062065E-4
5.500000E-10	2.398490E-5
6.000000E-10	-2.911655E-5
6.500000E-10	-4.795900E-5
7.000000E-10	-4.453310E-5
7.500000E-10	-8.561150E-6
8.000000E-10	5.653095E-5
8.500000E-10	1.438914E-4
9.000000E-10	2.466684E-4
9.500000E-10	3.562972E-4
1.000000E-9	4.505095E-4
1.050000E-9	5.275922E-4
1.100000E-9	5.841196E-4
1.150000E-9	5.995361E-4
1.200000E-9	5.755548E-4
1.250000E-9	5.395829E-4
1.300000E-9	4.864814E-4
1.350000E-9	4.179634E-4
1.400000E-9	3.580102E-4
1.450000E-9	3.117605E-4
1.500000E-9	2.723627E-4
1.550000E-9	2.466684E-4
1.600000E-9	2.329648E-4
1.650000E-9	2.209742E-4
1.700000E-9	2.141224E-4
1.750000E-9	2.124094E-4
1.800000E-9	1.952799E-4
1.850000E-9	1.558821E-4
1.900000E-9	1.113454E-4
1.950000E-9	5.995685E-5
2.000000E-9	-1.709350E-6
2.050000E-9	-6.508850E-5
2.100000E-9	-1.130511E-4
2.150000E-9	-1.370324E-4
2.200000E-9	-1.199029E-4
2.250000E-9	-6.337555E-5
2.300000E-9	2.227195E-5
2.350000E-9	1.267619E-4
2.400000E-9	2.483814E-4
2.450000E-9	3.734267E-4
2.500000E-9	4.916203E-4
2.550000E-9	5.909714E-4
