Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot00
Operator	Angus+Samantha
Date	2/5/2024
Time	15:26
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	16
dt	50.000001E-12
time stamp (ms)	3:43:09 PM
	
Time	Amplitude
0.000000E+0	-7.751088E-3
5.000000E-11	-7.725393E-3
1.000000E-10	-7.682570E-3
1.500000E-10	-7.663727E-3
2.000000E-10	-7.656875E-3
2.500000E-10	-7.643172E-3
3.000000E-10	-7.641459E-3
3.500000E-10	-7.672292E-3
4.000000E-10	-7.730532E-3
4.500000E-10	-7.817893E-3
5.000000E-10	-7.925809E-3
5.500000E-10	-8.028586E-3
6.000000E-10	-8.102242E-3
6.500000E-10	-8.122798E-3
7.000000E-10	-8.076548E-3
7.500000E-10	-8.004604E-3
8.000000E-10	-7.944651E-3
8.500000E-10	-7.889837E-3
9.000000E-10	-7.845300E-3
9.500000E-10	-7.823032E-3
1.000000E-9	-7.799050E-3
1.050000E-9	-7.752801E-3
1.100000E-9	-7.733958E-3
1.150000E-9	-7.745949E-3
1.200000E-9	-7.751088E-3
1.250000E-9	-7.761365E-3
1.300000E-9	-7.809328E-3
1.350000E-9	-7.862429E-3
1.400000E-9	-7.870994E-3
1.450000E-9	-7.840161E-3
1.500000E-9	-7.797337E-3
1.550000E-9	-7.749375E-3
1.600000E-9	-7.696273E-3
1.650000E-9	-7.643172E-3
1.700000E-9	-7.591783E-3
1.750000E-9	-7.554098E-3
1.800000E-9	-7.540395E-3
1.850000E-9	-7.545534E-3
1.900000E-9	-7.588357E-3
1.950000E-9	-7.685996E-3
2.000000E-9	-7.800763E-3
2.050000E-9	-7.889837E-3
2.100000E-9	-7.965206E-3
2.150000E-9	-8.028586E-3
2.200000E-9	-8.055993E-3
2.250000E-9	-8.049141E-3
2.300000E-9	-8.025160E-3
2.350000E-9	-7.972058E-3
2.400000E-9	-7.886411E-3
2.450000E-9	-7.816180E-3
2.500000E-9	-7.764791E-3
2.550000E-9	-7.713403E-3
2.600000E-9	-7.687709E-3
2.650000E-9	-7.720255E-3
2.700000E-9	-7.787060E-3
2.750000E-9	-7.850439E-3
2.800000E-9	-7.910392E-3
2.850000E-9	-7.963493E-3
2.900000E-9	-8.004604E-3
2.950000E-9	-8.016595E-3
3.000000E-9	-7.968632E-3
3.050000E-9	-7.862429E-3
3.100000E-9	-7.759652E-3
3.150000E-9	-7.672292E-3
3.200000E-9	-7.586644E-3
3.250000E-9	-7.504423E-3
3.300000E-9	-7.453034E-3
3.350000E-9	-7.425627E-3
3.400000E-9	-7.401646E-3
3.450000E-9	-7.406785E-3
3.500000E-9	-7.458173E-3
3.550000E-9	-7.533543E-3
3.600000E-9	-7.602061E-3
3.650000E-9	-7.677431E-3
3.700000E-9	-7.764791E-3
3.750000E-9	-7.823032E-3
3.800000E-9	-7.838448E-3
3.850000E-9	-7.845300E-3
3.900000E-9	-7.860716E-3
3.950000E-9	-7.847013E-3
4.000000E-9	-7.793911E-3
4.050000E-9	-7.728819E-3
4.100000E-9	-7.662014E-3
4.150000E-9	-7.590070E-3
4.200000E-9	-7.530117E-3
4.250000E-9	-7.489006E-3
4.300000E-9	-7.465025E-3
4.350000E-9	-7.480442E-3
4.400000E-9	-7.536969E-3
4.450000E-9	-7.595209E-3
4.500000E-9	-7.672292E-3
4.550000E-9	-7.780208E-3
4.600000E-9	-7.867568E-3
4.650000E-9	-7.905253E-3
4.700000E-9	-7.932660E-3
4.750000E-9	-7.948077E-3
4.800000E-9	-7.918957E-3
4.850000E-9	-7.865855E-3
4.900000E-9	-7.821319E-3
4.950000E-9	-7.761365E-3
5.000000E-9	-7.674005E-3
5.050000E-9	-7.595209E-3
5.100000E-9	-7.536969E-3
5.150000E-9	-7.502710E-3
5.200000E-9	-7.487293E-3
5.250000E-9	-7.480442E-3
5.300000E-9	-7.480442E-3
5.350000E-9	-7.509562E-3
5.400000E-9	-7.540395E-3
5.450000E-9	-7.543821E-3
5.500000E-9	-7.550673E-3
5.550000E-9	-7.588357E-3
5.600000E-9	-7.624329E-3
5.650000E-9	-7.662014E-3
5.700000E-9	-7.742523E-3
5.750000E-9	-7.841874E-3
5.800000E-9	-7.920670E-3
5.850000E-9	-7.997752E-3
5.900000E-9	-8.081687E-3
5.950000E-9	-8.138214E-3
6.000000E-9	-8.163909E-3
6.050000E-9	-8.205019E-3
6.100000E-9	-8.254695E-3
6.150000E-9	-8.288954E-3
6.200000E-9	-8.299232E-3
6.250000E-9	-8.280389E-3
6.300000E-9	-8.234140E-3
6.350000E-9	-8.174186E-3
6.400000E-9	-8.107381E-3
6.450000E-9	-8.025160E-3
6.500000E-9	-7.934373E-3
6.550000E-9	-7.864142E-3
6.600000E-9	-7.817893E-3
6.650000E-9	-7.787060E-3
6.700000E-9	-7.766504E-3
6.750000E-9	-7.752801E-3
6.800000E-9	-7.749375E-3
6.850000E-9	-7.754514E-3
6.900000E-9	-7.757939E-3
6.950000E-9	-7.742523E-3
7.000000E-9	-7.720255E-3
7.050000E-9	-7.708264E-3
7.100000E-9	-7.706551E-3
7.150000E-9	-7.727106E-3
7.200000E-9	-7.752801E-3
7.250000E-9	-7.766504E-3
7.300000E-9	-7.778495E-3
7.350000E-9	-7.809328E-3
7.400000E-9	-7.843587E-3
7.450000E-9	-7.845300E-3
7.500000E-9	-7.829883E-3
7.550000E-9	-7.828170E-3
7.600000E-9	-7.838448E-3
7.650000E-9	-7.841874E-3
7.700000E-9	-7.855578E-3
7.750000E-9	-7.876133E-3
7.800000E-9	-7.867568E-3
7.850000E-9	-7.845300E-3
7.900000E-9	-7.869281E-3
7.950000E-9	-7.937799E-3
8.000000E-9	-7.989188E-3
8.050000E-9	-8.011456E-3
8.100000E-9	-8.038863E-3
8.150000E-9	-8.081687E-3
8.200000E-9	-8.103955E-3
8.250000E-9	-8.105668E-3
8.300000E-9	-8.103955E-3
8.350000E-9	-8.086826E-3
8.400000E-9	-8.037150E-3
8.450000E-9	-7.963493E-3
8.500000E-9	-7.889837E-3
8.550000E-9	-7.836735E-3
8.600000E-9	-7.821319E-3
8.650000E-9	-7.824745E-3
8.700000E-9	-7.836735E-3
8.750000E-9	-7.862429E-3
8.800000E-9	-7.900114E-3
8.850000E-9	-7.929234E-3
8.900000E-9	-7.946364E-3
8.950000E-9	-7.954929E-3
9.000000E-9	-7.946364E-3
9.050000E-9	-7.941225E-3
9.100000E-9	-7.958355E-3
9.150000E-9	-7.973771E-3
9.200000E-9	-7.973771E-3
9.250000E-9	-7.977197E-3
9.300000E-9	-7.999465E-3
9.350000E-9	-8.021734E-3
9.400000E-9	-8.045715E-3
9.450000E-9	-8.079974E-3
9.500000E-9	-8.115946E-3
9.550000E-9	-8.121085E-3
9.600000E-9	-8.088539E-3
9.650000E-9	-8.023447E-3
9.700000E-9	-7.948077E-3
9.750000E-9	-7.886411E-3
9.800000E-9	-7.824745E-3
9.850000E-9	-7.745949E-3
9.900000E-9	-7.672292E-3
9.950000E-9	-7.612339E-3
1.000000E-8	-7.572941E-3
1.005000E-8	-7.579793E-3
1.010000E-8	-7.660301E-3
1.015000E-8	-7.785347E-3
1.020000E-8	-7.918957E-3
1.025000E-8	-8.047428E-3
1.030000E-8	-8.138214E-3
1.035000E-8	-8.184464E-3
1.040000E-8	-8.225575E-3
1.045000E-8	-8.258121E-3
1.050000E-8	-8.247843E-3
1.055000E-8	-8.232427E-3
1.060000E-8	-8.251269E-3
1.065000E-8	-8.280389E-3
1.070000E-8	-8.306083E-3
1.075000E-8	-8.340342E-3
1.080000E-8	-8.348907E-3
1.085000E-8	-8.307796E-3
1.090000E-8	-8.266686E-3
1.095000E-8	-8.237565E-3
1.100000E-8	-8.172473E-3
1.105000E-8	-8.081687E-3
1.110000E-8	-8.028586E-3
1.115000E-8	-7.970345E-3
1.120000E-8	-7.860716E-3
1.125000E-8	-7.735671E-3
1.130000E-8	-7.648311E-3
1.135000E-8	-7.571228E-3
1.140000E-8	-7.477016E-3
1.145000E-8	-7.393081E-3
1.150000E-8	-7.369100E-3
1.155000E-8	-7.423914E-3
1.160000E-8	-7.545534E-3
1.165000E-8	-7.730532E-3
1.170000E-8	-7.996040E-3
1.175000E-8	-8.364324E-3
1.180000E-8	-8.835385E-3
1.185000E-8	-9.450334E-3
1.190000E-8	-1.027084E-2
1.195000E-8	-1.129347E-2
1.200000E-8	-1.249939E-2
1.205000E-8	-1.390058E-2
1.210000E-8	-1.545594E-2
1.215000E-8	-1.707125E-2
1.220000E-8	-1.869855E-2
1.225000E-8	-2.034641E-2
1.230000E-8	-2.196857E-2
1.235000E-8	-2.350509E-2
1.240000E-8	-2.491485E-2
1.245000E-8	-2.614817E-2
1.250000E-8	-2.717937E-2
1.255000E-8	-2.803242E-2
1.260000E-8	-2.870903E-2
1.265000E-8	-2.916639E-2
1.270000E-8	-2.941477E-2
1.275000E-8	-2.948842E-2
1.280000E-8	-2.932569E-2
1.285000E-8	-2.889574E-2
1.290000E-8	-2.826880E-2
1.295000E-8	-2.748085E-2
1.300000E-8	-2.649761E-2
1.305000E-8	-2.535679E-2
1.310000E-8	-2.413717E-2
1.315000E-8	-2.286102E-2
1.320000E-8	-2.160885E-2
1.325000E-8	-2.046632E-2
1.330000E-8	-1.947794E-2
1.335000E-8	-1.867286E-2
1.340000E-8	-1.813842E-2
1.345000E-8	-1.789346E-2
1.350000E-8	-1.787976E-2
1.355000E-8	-1.808532E-2
1.360000E-8	-1.852040E-2
1.365000E-8	-1.911994E-2
1.370000E-8	-1.981539E-2
1.375000E-8	-2.058794E-2
1.380000E-8	-2.136733E-2
1.385000E-8	-2.208677E-2
1.390000E-8	-2.274625E-2
1.395000E-8	-2.330639E-2
1.400000E-8	-2.367125E-2
1.405000E-8	-2.382027E-2
1.410000E-8	-2.382199E-2
1.415000E-8	-2.367467E-2
1.420000E-8	-2.330981E-2
1.425000E-8	-2.270857E-2
1.430000E-8	-2.191890E-2
1.435000E-8	-2.100247E-2
1.440000E-8	-1.998669E-2
1.445000E-8	-1.888526E-2
1.450000E-8	-1.774101E-2
1.455000E-8	-1.663102E-2
1.460000E-8	-1.563237E-2
1.465000E-8	-1.476904E-2
1.470000E-8	-1.410956E-2
1.475000E-8	-1.372757E-2
1.480000E-8	-1.361965E-2
1.485000E-8	-1.374641E-2
1.490000E-8	-1.411641E-2
1.495000E-8	-1.470909E-2
1.500000E-8	-1.546279E-2
1.505000E-8	-1.631241E-2
1.510000E-8	-1.720315E-2
1.515000E-8	-1.807161E-2
1.520000E-8	-1.886642E-2
1.525000E-8	-1.956873E-2
1.530000E-8	-2.012544E-2
1.535000E-8	-2.052798E-2
1.540000E-8	-2.077807E-2
1.545000E-8	-2.083289E-2
1.550000E-8	-2.066844E-2
1.555000E-8	-2.034641E-2
1.560000E-8	-1.986164E-2
1.565000E-8	-1.919359E-2
1.570000E-8	-1.837480E-2
1.575000E-8	-1.746523E-2
1.580000E-8	-1.647514E-2
1.585000E-8	-1.546108E-2
1.590000E-8	-1.447956E-2
1.595000E-8	-1.354942E-2
1.600000E-8	-1.271522E-2
1.605000E-8	-1.208143E-2
1.610000E-8	-1.167374E-2
1.615000E-8	-1.146476E-2
1.620000E-8	-1.148703E-2
1.625000E-8	-1.175939E-2
1.630000E-8	-1.223045E-2
1.635000E-8	-1.287281E-2
1.640000E-8	-1.365391E-2
1.645000E-8	-1.451210E-2
1.650000E-8	-1.538571E-2
1.655000E-8	-1.623533E-2
1.660000E-8	-1.699588E-2
1.665000E-8	-1.760226E-2
1.670000E-8	-1.802194E-2
1.675000E-8	-1.821207E-2
1.680000E-8	-1.816240E-2
1.685000E-8	-1.790717E-2
1.690000E-8	-1.748578E-2
1.695000E-8	-1.690338E-2
1.700000E-8	-1.616339E-2
1.705000E-8	-1.529149E-2
1.710000E-8	-1.430312E-2
1.715000E-8	-1.323938E-2
1.720000E-8	-1.217392E-2
1.725000E-8	-1.118555E-2
1.730000E-8	-1.032394E-2
1.735000E-8	-9.631907E-3
1.740000E-8	-9.124874E-3
1.745000E-8	-8.826820E-3
1.750000E-8	-8.773719E-3
1.755000E-8	-8.980986E-3
1.760000E-8	-9.431492E-3
1.765000E-8	-1.008241E-2
1.770000E-8	-1.087208E-2
1.775000E-8	-1.174911E-2
1.780000E-8	-1.267411E-2
1.785000E-8	-1.360081E-2
1.790000E-8	-1.446756E-2
1.795000E-8	-1.523154E-2
1.800000E-8	-1.587561E-2
1.805000E-8	-1.635866E-2
1.810000E-8	-1.664130E-2
1.815000E-8	-1.671496E-2
1.820000E-8	-1.657621E-2
1.825000E-8	-1.621135E-2
1.830000E-8	-1.562723E-2
1.835000E-8	-1.487525E-2
1.840000E-8	-1.397424E-2
1.845000E-8	-1.297045E-2
1.850000E-8	-1.195809E-2
1.855000E-8	-1.100569E-2
1.860000E-8	-1.010639E-2
1.865000E-8	-9.275613E-3
1.870000E-8	-8.600711E-3
1.875000E-8	-8.136501E-3
1.880000E-8	-7.894975E-3
1.885000E-8	-7.882985E-3
1.890000E-8	-8.112520E-3
1.895000E-8	-8.568165E-3
1.900000E-8	-9.200243E-3
1.905000E-8	-9.969358E-3
1.910000E-8	-1.082926E-2
1.915000E-8	-1.171828E-2
1.920000E-8	-1.256105E-2
1.925000E-8	-1.330618E-2
1.930000E-8	-1.393141E-2
