Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot03
Operator	Angus+Samantha
Date	2/5/2024
Time	16:26
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	261
dt	50.000001E-12
time stamp (ms)	8:57:19 PM
	
Time	Amplitude
0.000000E+0	-1.617025E-3
5.000000E-11	-1.545081E-3
1.000000E-10	-1.503970E-3
1.500000E-10	-1.479989E-3
2.000000E-10	-1.486841E-3
2.500000E-10	-1.555359E-3
3.000000E-10	-1.644432E-3
3.500000E-10	-1.706098E-3
4.000000E-10	-1.754060E-3
4.500000E-10	-1.808875E-3
5.000000E-10	-1.839708E-3
5.500000E-10	-1.822578E-3
6.000000E-10	-1.784893E-3
6.500000E-10	-1.740357E-3
7.000000E-10	-1.692394E-3
7.500000E-10	-1.644432E-3
8.000000E-10	-1.603321E-3
8.500000E-10	-1.586192E-3
9.000000E-10	-1.596469E-3
9.500000E-10	-1.603321E-3
1.000000E-9	-1.613599E-3
1.050000E-9	-1.654709E-3
1.100000E-9	-1.716375E-3
1.150000E-9	-1.754060E-3
1.200000E-9	-1.778042E-3
1.250000E-9	-1.805449E-3
1.300000E-9	-1.836282E-3
1.350000E-9	-1.853411E-3
1.400000E-9	-1.853411E-3
1.450000E-9	-1.849985E-3
1.500000E-9	-1.839708E-3
1.550000E-9	-1.826004E-3
1.600000E-9	-1.815726E-3
1.650000E-9	-1.802023E-3
1.700000E-9	-1.778042E-3
1.750000E-9	-1.740357E-3
1.800000E-9	-1.699246E-3
1.850000E-9	-1.664987E-3
1.900000E-9	-1.641006E-3
1.950000E-9	-1.606747E-3
2.000000E-9	-1.582766E-3
2.050000E-9	-1.589618E-3
2.100000E-9	-1.596469E-3
2.150000E-9	-1.555359E-3
2.200000E-9	-1.500544E-3
2.250000E-9	-1.490267E-3
2.300000E-9	-1.490267E-3
2.350000E-9	-1.445730E-3
2.400000E-9	-1.394342E-3
