Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot03
Operator	Angus+Samantha
Date	2/5/2024
Time	16:26
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	117
dt	50.000001E-12
time stamp (ms)	6:27:37 PM
	
Time	Amplitude
0.000000E+0	-5.138490E-5
5.000000E-11	-9.249570E-5
1.000000E-10	-1.421713E-4
1.500000E-10	-1.867080E-4
2.000000E-10	-2.346706E-4
2.500000E-10	-3.014756E-4
3.000000E-10	-3.819843E-4
3.500000E-10	-4.642059E-4
4.000000E-10	-5.378627E-4
4.500000E-10	-6.080937E-4
5.000000E-10	-6.560563E-4
5.500000E-10	-6.663340E-4
6.000000E-10	-6.492045E-4
6.500000E-10	-6.132325E-4
7.000000E-10	-5.549922E-4
7.500000E-10	-4.659188E-4
8.000000E-10	-3.580030E-4
8.500000E-10	-2.569389E-4
9.000000E-10	-1.695785E-4
9.500000E-10	-9.249570E-5
1.000000E-9	-3.425540E-5
1.050000E-9	1.716550E-6
1.100000E-9	1.884605E-5
1.150000E-9	2.398490E-5
1.200000E-9	2.055900E-5
1.250000E-9	3.600235E-9
1.300000E-9	-4.624605E-5
1.350000E-9	-1.010605E-4
1.400000E-9	-1.387454E-4
1.450000E-9	-1.695785E-4
1.500000E-9	-1.969857E-4
1.550000E-9	-2.141152E-4
1.600000E-9	-2.209670E-4
1.650000E-9	-2.278188E-4
1.700000E-9	-2.295317E-4
1.750000E-9	-2.243929E-4
1.800000E-9	-2.363835E-4
1.850000E-9	-2.672166E-4
1.900000E-9	-3.066145E-4
1.950000E-9	-3.494382E-4
2.000000E-9	-3.991138E-4
2.050000E-9	-4.522152E-4
2.100000E-9	-5.018908E-4
2.150000E-9	-5.549922E-4
2.200000E-9	-6.063807E-4
2.250000E-9	-6.406397E-4
2.300000E-9	-6.509174E-4
2.350000E-9	-6.457786E-4
2.400000E-9	-6.320750E-4
