Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot03
Operator	Angus+Samantha
Date	2/5/2024
Time	16:26
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	284
dt	50.000001E-12
time stamp (ms)	9:21:14 PM
	
Time	Amplitude
0.000000E+0	2.723619E-4
5.000000E-11	3.408797E-4
1.000000E-10	4.128235E-4
1.500000E-10	5.053227E-4
2.000000E-10	6.252292E-4
2.500000E-10	7.382838E-4
3.000000E-10	8.410608E-4
3.500000E-10	9.472636E-4
4.000000E-10	1.026059E-3
4.500000E-10	1.050041E-3
5.000000E-10	1.020921E-3
5.500000E-10	9.626804E-4
6.000000E-10	8.599036E-4
6.500000E-10	6.783311E-4
7.000000E-10	4.573608E-4
7.500000E-10	2.552330E-4
8.000000E-10	6.852173E-5
8.500000E-10	-1.233284E-4
9.000000E-10	-2.997620E-4
9.500000E-10	-4.230942E-4
1.000000E-9	-5.053157E-4
1.050000E-9	-5.412876E-4
1.100000E-9	-5.224452E-4
1.150000E-9	-4.607791E-4
1.200000E-9	-3.819835E-4
1.250000E-9	-2.843456E-4
1.300000E-9	-1.798559E-4
1.350000E-9	-8.221790E-5
1.400000E-9	-1.709393E-6
1.450000E-9	5.139189E-5
1.500000E-9	7.194716E-5
1.550000E-9	8.736364E-5
1.600000E-9	9.421541E-5
1.650000E-9	9.421536E-5
1.700000E-9	1.062059E-4
1.750000E-9	1.404648E-4
1.800000E-9	1.730108E-4
1.850000E-9	2.106955E-4
1.900000E-9	2.381026E-4
1.950000E-9	2.415284E-4
2.000000E-9	2.552320E-4
2.050000E-9	3.014816E-4
2.100000E-9	3.425924E-4
2.150000E-9	3.631480E-4
2.200000E-9	3.768517E-4
2.250000E-9	3.768519E-4
2.300000E-9	3.511579E-4
2.350000E-9	3.220380E-4
2.400000E-9	2.757887E-4
2.450000E-9	2.004193E-4
2.500000E-9	1.216239E-4
