Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot01
Operator	Angus+Samantha
Date	2/5/2024
Time	16:11
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	4:13:29 PM
	
Time	Amplitude
0.000000E+0	-4.335465E-3
5.000000E-11	-4.338891E-3
1.000000E-10	-4.356021E-3
1.500000E-10	-4.385141E-3
2.000000E-10	-4.422826E-3
2.500000E-10	-4.467362E-3
3.000000E-10	-4.498196E-3
3.500000E-10	-4.501621E-3
4.000000E-10	-4.498196E-3
4.500000E-10	-4.494770E-3
5.000000E-10	-4.451946E-3
5.500000E-10	-4.390280E-3
6.000000E-10	-4.352595E-3
6.500000E-10	-4.342317E-3
7.000000E-10	-4.357734E-3
7.500000E-10	-4.417687E-3
8.000000E-10	-4.501621E-3
8.500000E-10	-4.570139E-3
9.000000E-10	-4.635232E-3
9.500000E-10	-4.707175E-3
1.000000E-9	-4.756851E-3
1.050000E-9	-4.780832E-3
1.100000E-9	-4.792823E-3
1.150000E-9	-4.780832E-3
1.200000E-9	-4.746573E-3
1.250000E-9	-4.720879E-3
1.300000E-9	-4.688333E-3
1.350000E-9	-4.631806E-3
1.400000E-9	-4.565001E-3
1.450000E-9	-4.515325E-3
1.500000E-9	-4.474214E-3
1.550000E-9	-4.450233E-3
1.600000E-9	-4.481066E-3
1.650000E-9	-4.546158E-3
1.700000E-9	-4.606111E-3
1.750000E-9	-4.654074E-3
1.800000E-9	-4.708888E-3
1.850000E-9	-4.777406E-3
1.900000E-9	-4.856202E-3
1.950000E-9	-4.940137E-3
2.000000E-9	-5.018932E-3
2.050000E-9	-5.080599E-3
2.100000E-9	-5.121709E-3
2.150000E-9	-5.126848E-3
2.200000E-9	-5.101154E-3
2.250000E-9	-5.046340E-3
2.300000E-9	-4.952127E-3
2.350000E-9	-4.820230E-3
2.400000E-9	-4.667778E-3
2.450000E-9	-4.498196E-3
2.500000E-9	-4.326901E-3
2.550000E-9	-4.176161E-3
2.600000E-9	-4.059680E-3
2.650000E-9	-3.970607E-3
2.700000E-9	-3.914080E-3
2.750000E-9	-3.914080E-3
2.800000E-9	-3.968894E-3
2.850000E-9	-4.078523E-3
2.900000E-9	-4.222411E-3
2.950000E-9	-4.361160E-3
3.000000E-9	-4.499908E-3
3.050000E-9	-4.647222E-3
3.100000E-9	-4.775693E-3
3.150000E-9	-4.868193E-3
3.200000E-9	-4.952127E-3
3.250000E-9	-5.027497E-3
3.300000E-9	-5.054904E-3
3.350000E-9	-5.053191E-3
3.400000E-9	-5.046340E-3
3.450000E-9	-5.018932E-3
3.500000E-9	-4.953840E-3
3.550000E-9	-4.883609E-3
3.600000E-9	-4.827082E-3
3.650000E-9	-4.751712E-3
3.700000E-9	-4.660926E-3
3.750000E-9	-4.597547E-3
3.800000E-9	-4.561575E-3
3.850000E-9	-4.539306E-3
3.900000E-9	-4.527316E-3
3.950000E-9	-4.529029E-3
4.000000E-9	-4.523890E-3
4.050000E-9	-4.523890E-3
4.100000E-9	-4.549584E-3
4.150000E-9	-4.587269E-3
4.200000E-9	-4.611250E-3
4.250000E-9	-4.621528E-3
4.300000E-9	-4.626667E-3
4.350000E-9	-4.636944E-3
4.400000E-9	-4.654074E-3
4.450000E-9	-4.652361E-3
4.500000E-9	-4.606111E-3
4.550000E-9	-4.544445E-3
4.600000E-9	-4.493057E-3
4.650000E-9	-4.433103E-3
4.700000E-9	-4.350882E-3
4.750000E-9	-4.289216E-3
4.800000E-9	-4.266947E-3
4.850000E-9	-4.265234E-3
4.900000E-9	-4.270373E-3
4.950000E-9	-4.296067E-3
5.000000E-9	-4.356021E-3
5.050000E-9	-4.445094E-3
5.100000E-9	-4.535880E-3
5.150000E-9	-4.621528E-3
5.200000E-9	-4.719166E-3
5.250000E-9	-4.813378E-3
5.300000E-9	-4.880183E-3
5.350000E-9	-4.919581E-3
5.400000E-9	-4.938424E-3
5.450000E-9	-4.924720E-3
5.500000E-9	-4.871619E-3
5.550000E-9	-4.787684E-3
5.600000E-9	-4.693472E-3
5.650000E-9	-4.612963E-3
5.700000E-9	-4.549584E-3
5.750000E-9	-4.486205E-3
5.800000E-9	-4.446807E-3
5.850000E-9	-4.465649E-3
5.900000E-9	-4.527316E-3
5.950000E-9	-4.583843E-3
6.000000E-9	-4.630093E-3
6.050000E-9	-4.679768E-3
6.100000E-9	-4.720879E-3
6.150000E-9	-4.748286E-3
6.200000E-9	-4.777406E-3
6.250000E-9	-4.808239E-3
6.300000E-9	-4.820230E-3
6.350000E-9	-4.815091E-3
6.400000E-9	-4.796249E-3
6.450000E-9	-4.755138E-3
6.500000E-9	-4.702037E-3
6.550000E-9	-4.672916E-3
6.600000E-9	-4.667778E-3
6.650000E-9	-4.655787E-3
6.700000E-9	-4.624954E-3
6.750000E-9	-4.599260E-3
6.800000E-9	-4.566714E-3
6.850000E-9	-4.532455E-3
6.900000E-9	-4.499908E-3
6.950000E-9	-4.463937E-3
7.000000E-9	-4.422826E-3
7.050000E-9	-4.402270E-3
7.100000E-9	-4.412548E-3
7.150000E-9	-4.438242E-3
7.200000E-9	-4.489631E-3
7.250000E-9	-4.571852E-3
7.300000E-9	-4.657500E-3
7.350000E-9	-4.748286E-3
7.400000E-9	-4.840786E-3
7.450000E-9	-4.909304E-3
7.500000E-9	-4.950414E-3
7.550000E-9	-5.006942E-3
7.600000E-9	-5.061756E-3
7.650000E-9	-5.054904E-3
7.700000E-9	-4.998377E-3
