Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot03
Operator	Angus+Samantha
Date	2/5/2024
Time	16:26
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	59
dt	50.000001E-12
time stamp (ms)	5:27:18 PM
	
Time	Amplitude
0.000000E+0	1.036340E-3
5.000000E-11	1.003794E-3
1.000000E-10	9.352755E-4
1.500000E-10	8.547670E-4
2.000000E-10	7.554160E-4
2.500000E-10	6.252320E-4
3.000000E-10	4.830574E-4
3.500000E-10	3.665770E-4
4.000000E-10	2.997720E-4
4.500000E-10	2.792167E-4
5.000000E-10	2.980591E-4
5.500000E-10	3.837065E-4
6.000000E-10	5.412976E-4
6.500000E-10	7.108795E-4
7.000000E-10	8.701837E-4
7.500000E-10	1.050043E-3
8.000000E-10	1.253884E-3
8.500000E-10	1.447447E-3
9.000000E-10	1.610177E-3
9.500000E-10	1.747213E-3
1.000000E-9	1.856842E-3
1.050000E-9	1.920221E-3
1.100000E-9	1.904805E-3
1.150000E-9	1.819158E-3
1.200000E-9	1.695825E-3
1.250000E-9	1.551938E-3
1.300000E-9	1.372078E-3
1.350000E-9	1.168237E-3
1.400000E-9	9.729611E-4
1.450000E-9	7.931015E-4
1.500000E-9	6.320843E-4
1.550000E-9	5.087520E-4
1.600000E-9	4.590765E-4
1.650000E-9	4.830577E-4
1.700000E-9	5.567144E-4
1.750000E-9	6.492136E-4
1.800000E-9	7.588423E-4
1.850000E-9	8.890262E-4
1.900000E-9	9.986548E-4
1.950000E-9	1.065460E-3
2.000000E-9	1.079163E-3
2.050000E-9	1.055182E-3
2.100000E-9	9.952285E-4
2.150000E-9	8.941645E-4
2.200000E-9	7.537028E-4
2.250000E-9	6.046764E-4
2.300000E-9	4.556501E-4
2.350000E-9	3.220403E-4
2.400000E-9	2.295414E-4
2.450000E-9	1.969956E-4
2.500000E-9	2.124124E-4
2.550000E-9	2.672269E-4
