run_name	run_number	grating_value[um]	SAW_freq[Hz]	SAW_freq_error[Hz]	A[Wm^-2]	A_err[Wm^-2]	alpha[m^2s^-1]	alpha_err[m2s-1]	beta[s^0.5]	beta_err[s^0.5]	B[Wm^-2]	B_err[Wm^-2]	theta	theta_err	tau[s]	tau_err[s]	C[Wm^-2]	C_err[Wm^-2]
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-132.txt	132	3.5217	7.51E+08	4175.0743	0.23780248	0.037634415	3.66E-05	6.73E-07	5.12E-06	4.58E-06	0.008223589	0.000134133	-2.3826903	0.011065058	3.77E-08	8.17E-10	0.001824428	1.97E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-133.txt	133	3.5217	7.50E+08	3988.7797	0.19028519	0.000828681	3.46E-05	1.07E-07	3.30E-09	NaN	0.016098257	8.90E-05	-3.0783142	0.003724592	2.37E-08	1.65E-10	0.001868475	9.17E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-134.txt	134	3.5217	7.50E+08	3678.6765	0.19735522	0.016942188	3.51E-05	3.22E-07	5.83E-07	2.93E-06	0.015894633	8.80E-05	2.7030167	0.003704294	2.40E-08	1.67E-10	0.001891217	9.27E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-135.txt	135	3.5217	7.50E+08	3734.3614	0.21705242	0.026385439	3.60E-05	4.83E-07	2.64E-06	3.86E-06	0.009472615	9.90E-05	-3.0981082	0.007053497	3.57E-08	4.92E-10	0.001841396	1.39E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-136.txt	136	3.5217	7.50E+08	3614.1216	0.1883763	0.000762066	3.42E-05	9.92E-08	8.42E-09	NaN	0.01603076	8.26E-05	-3.143089	0.003469766	2.42E-08	1.58E-10	0.00176472	8.67E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-137.txt	137	3.5217	7.50E+08	3411.5598	0.2232756	0.028070497	3.61E-05	4.98E-07	3.19E-06	3.93E-06	0.009603786	9.92E-05	2.7580575	0.006960006	3.70E-08	5.03E-10	0.001967513	1.42E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-138.txt	138	3.5217	7.50E+08	3421.32	0.20919105	0.029647323	3.60E-05	5.43E-07	8.24E-07	4.75E-06	0.008950641	0.000107389	-3.0412357	0.008102142	3.77E-08	5.99E-10	0.001922154	1.57E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-139.txt	139	3.5217	7.50E+08	3753.0519	0.23836165	0.037576565	3.64E-05	6.42E-07	4.52E-06	4.70E-06	0.00858204	0.00012823	2.4450379	0.010042519	3.78E-08	7.45E-10	0.001926304	1.86E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-140.txt	140	3.5217	7.50E+08	3746.4558	0.20439092	0.031322143	3.60E-05	5.80E-07	1.94E-07	5.24E-06	0.008780562	0.000113713	-3.0005647	0.008750807	3.76E-08	6.46E-10	0.002020599	1.66E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-141.txt	141	3.5217	7.50E+08	3629.8561	0.20466078	0.030557107	3.59E-05	5.70E-07	6.36E-07	5.04E-06	0.008556134	0.000109832	-3.017797	0.008671108	3.84E-08	6.55E-10	0.002147028	1.63E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-142.txt	142	3.5217	7.50E+08	3942.433	0.20433131	0.030066372	3.59E-05	5.56E-07	1.11E-07	5.04E-06	0.00868498	0.000109425	-3.0821217	0.008503935	3.78E-08	6.31E-10	0.001731187	1.60E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-143.txt	143	3.5217	7.50E+08	4068.2669	0.20409189	0.033391258	3.58E-05	6.19E-07	2.06E-07	5.60E-06	0.008685902	0.000122283	3.1531119	0.009497291	3.78E-08	7.06E-10	0.001823543	1.79E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-144.txt	144	3.5217	7.50E+08	3571.1793	0.20770486	0.029428443	3.62E-05	5.41E-07	5.58E-07	4.78E-06	0.008805477	0.00010494	-3.0003826	0.008051006	3.76E-08	5.93E-10	0.002108215	1.53E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-145.txt	145	3.5217	7.50E+08	3549.0974	0.50918242	0.12052423	3.75E-05	4.62E-07	2.64E-07	8.95E-06	0.020108757	0.000128962	0.95094249	0.00378088	2.42E-08	1.57E-10	0.001883184	9.53E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-146.txt	146	3.5217	7.50E+08	3686.6261	0.20156207	0.027109862	3.58E-05	5.10E-07	2.84E-07	4.59E-06	0.009251828	0.000102686	-3.0726356	0.007491351	3.61E-08	5.29E-10	0.001891433	1.46E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-147.txt	147	3.5217	7.50E+08	3982.7783	0.19829475	0.000880164	3.52E-05	1.10E-07	1.82E-12	NaN	0.01606997	9.17E-05	2.9201111	0.00382572	2.39E-08	1.72E-10	0.001966669	9.46E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-148.txt	148	3.5217	7.50E+08	3360.2716	0.20594851	0.029370051	3.63E-05	5.40E-07	1.91E-07	4.86E-06	0.009315392	0.000110113	-3.0514899	0.00797777	3.47E-08	5.39E-10	0.002033365	1.52E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-149.txt	149	3.5217	7.50E+08	3905.0448	0.1953458	0.017077699	3.50E-05	3.29E-07	3.33E-08	3.03E-06	0.015839739	9.21E-05	2.9225812	0.00388641	2.39E-08	1.75E-10	0.001960392	9.73E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-150.txt	150	3.5217	7.50E+08	4415.9446	0.19090444	0.000885566	3.45E-05	1.14E-07	3.26E-09	NaN	0.015706086	9.40E-05	2.9576172	0.004013417	2.44E-08	1.85E-10	0.002009893	9.89E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-151.txt	151	3.5217	7.51E+08	3783.1645	0.23507192	0.029745315	3.61E-05	5.42E-07	5.60E-06	3.62E-06	0.009206414	0.000111617	-2.4809424	0.008213214	3.70E-08	5.94E-10	0.001963727	1.62E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-152.txt	152	3.5217	7.50E+08	3939.5408	0.19581403	0.016727548	3.47E-05	3.19E-07	4.36E-07	2.94E-06	0.0161746	8.98E-05	2.7002844	0.003715982	2.38E-08	1.66E-10	0.001990364	9.42E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-153.txt	153	3.5217	7.50E+08	3744.1222	0.19558499	0.016589726	3.47E-05	3.20E-07	3.04E-07	2.92E-06	0.016312316	9.12E-05	-3.1038551	0.003749956	2.39E-08	1.69E-10	0.00200744	9.67E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-154.txt	154	3.5217	7.50E+08	3624.8047	0.20310366	0.0298519	3.57E-05	5.58E-07	4.04E-07	5.01E-06	0.008886519	0.000110248	-3.0062378	0.008380807	3.79E-08	6.23E-10	0.002174181	1.62E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-155.txt	155	3.5217	7.50E+08	3716.7745	0.20512548	0.02785883	3.62E-05	5.14E-07	1.80E-07	4.63E-06	0.009555573	0.000102055	-3.1122055	0.00720491	3.61E-08	5.09E-10	0.001896792	1.45E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-156.txt	156	3.5217	7.50E+08	3515.6773	0.20251413	0.027225398	3.58E-05	5.10E-07	2.88E-07	4.59E-06	0.009601084	0.000102462	-3.0453135	0.007205254	3.65E-08	5.14E-10	0.001838866	1.46E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-157.txt	157	3.5217	7.50E+08	3784.5411	0.20089183	0.02842662	3.57E-05	5.36E-07	2.88E-07	4.84E-06	0.009181527	0.000108905	-3.1482906	0.007999486	3.59E-08	5.61E-10	0.001916746	1.54E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-158.txt	158	3.5217	7.50E+08	3941.147	0.19440655	0.028181306	3.52E-05	5.46E-07	4.15E-08	5.01E-06	0.008648857	0.000108308	-3.0978976	0.008451724	3.74E-08	6.20E-10	0.002105796	1.58E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-159.txt	159	3.5217	7.50E+08	3805.627	0.19192015	0.017084388	3.48E-05	3.35E-07	1.75E-08	3.09E-06	0.015152941	9.05E-05	-3.0785019	0.00400813	2.48E-08	1.87E-10	0.001684188	9.84E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-160.txt	160	3.5217	7.50E+08	3689.4106	0.19321884	0.016564525	3.49E-05	3.22E-07	1.74E-08	2.97E-06	0.01633889	9.08E-05	-3.1300276	0.00372598	2.36E-08	1.65E-10	0.002017186	9.53E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-161.txt	161	3.5217	7.50E+08	4085.7405	0.20064454	0.027486933	3.55E-05	5.18E-07	2.50E-07	4.69E-06	0.009636432	0.000106691	-3.0351986	0.007476284	3.57E-08	5.21E-10	0.001827996	1.51E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-162.txt	162	3.5217	7.50E+08	3676.6908	0.19742029	0.02920589	3.56E-05	5.59E-07	1.70E-07	5.07E-06	0.00847285	0.000107025	-3.0952579	0.008525703	3.85E-08	6.45E-10	0.001910463	1.58E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-163.txt	163	3.5217	7.50E+08	3791.3936	0.20909684	0.031132205	3.61E-05	5.72E-07	9.25E-07	4.98E-06	0.008452213	0.000109919	-3.0304998	0.008783111	3.88E-08	6.71E-10	0.001716799	1.64E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-164.txt	164	3.5217	7.50E+08	4269.0969	0.19830635	0.029642545	3.56E-05	5.65E-07	1.33E-07	5.13E-06	0.008729641	0.000108375	-3.1006089	0.008377494	3.87E-08	6.38E-10	0.001817405	1.61E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-165.txt	165	3.5217	7.50E+08	3612.3176	0.19111503	0.000831783	3.50E-05	1.08E-07	2.31E-09	NaN	0.015776555	8.60E-05	-3.0842668	0.003672112	2.43E-08	1.68E-10	0.00175983	9.04E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-166.txt	166	3.5217	7.50E+08	3820.2289	0.20383173	0.01758632	3.49E-05	3.19E-07	5.99E-07	2.96E-06	0.016587036	9.08E-05	2.2358233	0.003652815	2.37E-08	1.62E-10	0.001874568	9.43E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-167.txt	167	3.5217	7.50E+08	3675.6926	0.19876928	0.030114917	3.56E-05	5.73E-07	2.05E-07	5.19E-06	0.009185507	0.000113811	-2.918276	0.008381379	3.68E-08	6.03E-10	0.002185387	1.64E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-168.txt	168	3.5217	7.50E+08	3304.8661	0.20630294	0.026677307	3.59E-05	4.99E-07	1.17E-06	4.30E-06	0.009554376	9.92E-05	-3.0452472	0.00701297	3.66E-08	5.02E-10	0.00166468	1.42E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-169.txt	169	3.5217	7.50E+08	3713.0891	0.20207088	0.028946633	3.56E-05	5.41E-07	1.35E-07	4.92E-06	0.00893512	0.000107273	-3.1580623	0.008096807	3.81E-08	6.07E-10	0.002011919	1.58E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-170.txt	170	3.5217	7.50E+08	3874.6022	0.20419591	0.032052035	3.60E-05	5.97E-07	3.92E-07	5.33E-06	0.008094697	0.00011215	2.9786609	0.009331778	3.97E-08	7.32E-10	0.001900712	1.69E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-171.txt	171	3.5217	7.50E+08	3721.6051	0.19962681	0.016647076	3.49E-05	3.16E-07	1.12E-06	2.81E-06	0.015720868	8.74E-05	2.6832357	0.00372026	2.40E-08	1.68E-10	0.001737519	9.22E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-172.txt	172	3.5217	7.50E+08	3673.5423	0.20308265	0.032309464	3.61E-05	6.01E-07	9.50E-08	5.44E-06	0.0081117	0.000112542	-3.1123501	0.009360667	3.93E-08	7.26E-10	0.00187812	1.69E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-173.txt	173	3.5217	7.50E+08	3644.009	0.35006234	0.056886905	3.64E-05	4.11E-07	6.94E-07	5.90E-06	0.019018382	0.000119357	0.20185	0.003900591	2.38E-08	1.65E-10	0.001682828	1.02E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-174.txt	174	3.5217	7.50E+08	3859.478	0.19771193	0.017897786	3.50E-05	3.38E-07	3.91E-07	3.11E-06	0.015650947	9.22E-05	2.7008585	0.003943757	2.43E-08	1.81E-10	0.001939061	9.83E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-175.txt	175	3.5217	7.50E+08	3661.5731	0.21248486	0.030202757	3.59E-05	5.70E-07	3.10E-06	4.45E-06	0.008950088	0.000110002	-3.099009	0.008294033	3.77E-08	6.14E-10	0.002687199	1.61E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-176.txt	176	3.5217	7.50E+08	3921.9972	0.19615826	0.028761022	3.56E-05	5.60E-07	7.50E-07	4.95E-06	0.009006833	0.000108521	-3.0499811	0.008135865	3.71E-08	5.91E-10	0.002272449	1.57E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-177.txt	177	3.5217	7.50E+08	3906.4109	0.1938565	0.016623193	3.44E-05	3.22E-07	4.39E-08	2.98E-06	0.016621181	9.35E-05	-3.1341999	0.003772479	2.38E-08	1.69E-10	0.001869761	9.89E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-178.txt	178	3.5217	7.50E+08	3576.2375	0.19664774	0.016948709	3.50E-05	3.26E-07	4.08E-07	2.95E-06	0.016040671	9.02E-05	-3.0803287	0.00377405	2.42E-08	1.72E-10	0.002209039	9.65E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-179.txt	179	3.5217	7.50E+08	4000.137	0.19458268	0.016257621	3.47E-05	3.15E-07	2.29E-07	2.89E-06	0.016331781	9.02E-05	2.9378473	0.003692103	2.37E-08	1.65E-10	0.001933585	9.48E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-180.txt	180	3.5217	7.50E+08	3854.5777	0.23086856	0.030749708	3.62E-05	5.28E-07	3.24E-06	4.15E-06	0.009161884	0.000105666	2.7535135	0.007772201	3.81E-08	5.81E-10	0.001766548	1.55E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-181.txt	181	3.5217	7.50E+08	4181.6205	0.23870198	0.030608638	3.57E-05	5.52E-07	5.92E-06	3.65E-06	0.008977311	0.000116863	-2.478578	0.008816406	3.77E-08	6.52E-10	0.001964363	1.72E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-182.txt	182	3.5217	7.50E+08	3679.0981	0.20678573	0.03079998	3.57E-05	5.67E-07	5.13E-07	5.05E-06	0.008738109	0.000113488	-3.0009094	0.008774861	3.77E-08	6.49E-10	0.001732088	1.66E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-183.txt	183	3.5217	7.50E+08	4325.5957	0.20223456	0.034093113	3.57E-05	6.37E-07	1.07E-07	5.79E-06	0.007759461	0.000119177	-3.0590705	0.010367313	4.13E-08	8.49E-10	0.001717253	1.85E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-184.txt	184	3.5217	7.50E+08	3523.8138	0.22096558	0.028309237	3.59E-05	5.00E-07	2.49E-06	4.10E-06	0.009628854	0.000103132	2.7512221	0.007216036	3.60E-08	5.07E-10	0.001632994	1.45E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-185.txt	185	3.5217	7.50E+08	3508.1619	0.19507295	0.016480768	3.48E-05	3.14E-07	1.47E-07	2.93E-06	0.016034159	8.77E-05	2.726606	0.00365929	2.38E-08	1.63E-10	0.00174857	9.19E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-186.txt	186	3.5217	7.50E+08	3662.6878	0.18868231	0.000831068	3.44E-05	1.08E-07	2.62E-10	NaN	0.01628122	9.10E-05	-3.1349542	0.00375858	2.36E-08	1.66E-10	0.001542523	9.35E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-187.txt	187	3.5217	7.50E+08	3846.267	0.23272319	0.029685502	3.61E-05	5.40E-07	5.05E-06	3.72E-06	0.009282721	0.000113211	-2.4443636	0.008264026	3.59E-08	5.79E-10	0.001617819	1.61E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-188.txt	188	3.5217	7.50E+08	3738.0731	0.21005718	0.033053566	3.59E-05	6.09E-07	1.33E-06	5.20E-06	0.008032138	0.000115109	-2.9846651	0.009682476	4.02E-08	7.69E-10	0.001800885	1.75E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-189.txt	189	3.5217	7.50E+08	3985.981	0.19544801	0.000869571	3.52E-05	1.11E-07	8.64E-10	NaN	0.015170504	8.71E-05	-3.1407842	0.003865721	2.50E-08	1.82E-10	0.001692466	9.32E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-190.txt	190	3.5217	7.50E+08	3971.9356	0.19512031	0.000880856	3.50E-05	1.12E-07	4.83E-13	NaN	0.016454885	9.46E-05	2.987955	0.003852815	2.31E-08	1.67E-10	0.001634515	9.54E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-191.txt	191	3.5217	7.50E+08	3868.5228	0.20627234	0.029110523	3.63E-05	5.41E-07	7.66E-07	4.73E-06	0.009250007	0.000106703	-3.0168496	0.007790588	3.59E-08	5.45E-10	0.001833363	1.51E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-192.txt	192	3.5217	7.50E+08	3856.431	0.20173378	0.029727747	3.57E-05	5.58E-07	2.00E-07	5.05E-06	0.009001449	0.00011014	-3.0315956	0.008264085	3.75E-08	6.07E-10	0.001554781	1.60E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-193.txt	193	3.5217	7.50E+08	3795.8612	0.19449546	0.01796032	3.51E-05	3.42E-07	2.66E-08	3.21E-06	0.015809264	9.41E-05	2.6731194	0.003979406	2.36E-08	1.76E-10	0.001496792	9.79E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-194.txt	194	3.5217	7.50E+08	4008.6643	0.20341917	0.031407208	3.61E-05	5.83E-07	8.57E-08	5.29E-06	0.008445706	0.000112413	-3.2049084	0.008971667	3.81E-08	6.73E-10	0.001846539	1.65E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-195.txt	195	3.5217	7.50E+08	3962.9932	0.18968969	0.000862245	3.46E-05	1.12E-07	7.56E-11	NaN	0.016055129	9.39E-05	-3.1259983	0.003932846	2.34E-08	1.72E-10	0.002092489	9.59E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-196.txt	196	3.5217	7.50E+08	3761.3321	0.19283778	0.01582349	3.45E-05	3.06E-07	3.43E-07	2.84E-06	0.016044042	8.68E-05	2.7035576	0.003619315	2.36E-08	1.60E-10	0.001764274	9.04E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-197.txt	197	3.5217	7.50E+08	4302.0338	0.21227463	0.018409018	3.55E-05	3.35E-07	2.16E-06	2.82E-06	0.014968961	8.89E-05	2.6825278	0.003974724	2.54E-08	1.91E-10	0.001760471	9.76E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-198.txt	198	3.5217	7.50E+08	3764.3892	0.1920903	0.016922052	3.47E-05	3.31E-07	3.48E-08	3.06E-06	0.016494148	9.44E-05	-3.0804256	0.003839579	2.34E-08	1.68E-10	0.001592957	9.84E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-199.txt	199	3.5217	7.50E+08	4032.8018	0.18896064	0.000878146	3.44E-05	1.14E-07	2.58E-09	NaN	0.016337073	9.76E-05	-3.1101713	0.004017757	2.31E-08	1.73E-10	0.001724516	9.86E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-200.txt	200	3.5217	7.50E+08	3946.8934	0.2257049	0.028310261	3.60E-05	4.96E-07	3.17E-06	3.93E-06	0.00993456	0.000102977	2.7484753	0.006982864	3.58E-08	4.88E-10	0.001817184	1.45E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-201.txt	201	3.5217	7.50E+08	3843.0712	0.20313762	0.028121265	3.58E-05	5.24E-07	2.19E-07	4.74E-06	0.009008983	0.000103799	-3.151869	0.007770225	3.75E-08	5.73E-10	0.001711526	1.51E-05
