run_name	run_number	grating_value[um]	SAW_freq[Hz]	SAW_freq_error[Hz]	A[Wm^-2]	A_err[Wm^-2]	alpha[m^2s^-1]	alpha_err[m2s-1]	beta[s^0.5]	beta_err[s^0.5]	B[Wm^-2]	B_err[Wm^-2]	theta	theta_err	tau[s]	tau_err[s]	C[Wm^-2]	C_err[Wm^-2]
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-62.txt	62	3.5217	7.50E+08	3877.4868	0.24679863	0.039043213	3.73E-05	6.45E-07	4.37E-06	4.70E-06	0.008616032	0.000126212	2.4165566	0.009842748	3.71E-08	7.15E-10	0.001875469	1.80E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-63.txt	63	3.5217	7.50E+08	4173.3719	0.20748583	0.029667412	3.66E-05	5.41E-07	7.15E-08	4.88E-06	0.008974485	0.000103589	-3.0678207	0.007790926	3.73E-08	5.69E-10	0.001670158	1.50E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-64.txt	64	3.5217	7.50E+08	4174.6476	0.19930452	0.017173281	3.55E-05	3.25E-07	2.33E-08	2.97E-06	0.016010034	9.07E-05	-3.0996947	0.003797288	2.33E-08	1.66E-10	0.001855476	9.39E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-65.txt	65	3.5217	7.50E+08	3982.347	0.21275548	0.033097304	3.68E-05	5.90E-07	1.34E-07	5.29E-06	0.008292719	0.000114398	-3.007936	0.009317538	3.71E-08	6.78E-10	0.001892092	1.65E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-66.txt	66	3.5217	7.50E+08	3741.0027	0.20973248	0.018750211	3.56E-05	3.35E-07	1.32E-06	2.98E-06	0.016089342	9.34E-05	2.2781569	0.003873017	2.33E-08	1.69E-10	0.002129008	9.55E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-67.txt	67	3.5217	7.50E+08	3545.8988	0.23155163	0.02898137	3.70E-05	4.99E-07	2.68E-06	3.93E-06	0.009607038	0.000102122	-3.059998	0.007173926	3.52E-08	4.92E-10	0.001817694	1.42E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-68.txt	68	3.5217	7.51E+08	3974.4992	0.21943902	NaN	3.73E-05	NaN	5.35E-13	NaN	6.60E-13	NaN	6.1770764	NaN	5.00E-09	NaN	0.002219047	4.01E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-69.txt	69	3.5217	7.50E+08	3547.3418	0.23200535	0.030747682	3.71E-05	5.22E-07	2.82E-06	4.15E-06	0.009255239	0.000103053	2.7439912	0.007500057	3.61E-08	5.28E-10	0.001884684	1.45E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-70.txt	70	3.5217	7.50E+08	3987.3689	0.20718695	0.029528133	3.67E-05	5.40E-07	1.43E-07	4.85E-06	0.009113368	0.000103905	-3.2130893	0.007683346	3.66E-08	5.50E-10	0.002100834	1.48E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-71.txt	71	3.5217	7.50E+08	3858.9236	0.23474725	0.03864924	3.68E-05	6.48E-07	2.82E-06	5.17E-06	0.0085782	0.000130469	2.4008005	0.010218087	3.68E-08	7.36E-10	0.001713382	1.86E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-72.txt	72	3.5217	7.50E+08	3931.0601	0.21507062	0.038065211	3.69E-05	6.73E-07	2.78E-07	5.98E-06	0.008312788	0.000126652	-2.8657495	0.010313825	3.86E-08	7.82E-10	0.002121615	1.88E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-73.txt	73	3.5217	7.50E+08	3891.4348	0.21190558	0.031225006	3.67E-05	5.59E-07	1.91E-07	5.00E-06	0.008751352	0.000107712	-3.1371732	0.008301643	3.77E-08	6.14E-10	0.00204691	1.57E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-74.txt	74	3.5217	7.50E+08	3685.3652	0.2129765	0.031125498	3.68E-05	5.55E-07	2.43E-07	4.95E-06	0.009125486	0.000106606	-3.0056859	0.007891924	3.75E-08	5.80E-10	0.002046303	1.55E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-75.txt	75	3.5217	7.50E+08	4195.7103	0.20024197	0.000872886	3.55E-05	1.09E-07	2.21E-09	NaN	0.016057055	9.06E-05	-3.1102545	0.003794899	2.34E-08	1.66E-10	0.002090523	9.22E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-76.txt	76	3.5217	7.50E+08	3587.0694	0.22767667	0.032562563	3.71E-05	5.67E-07	2.35E-06	4.53E-06	0.00898642	0.000111706	-3.2273076	0.008374677	3.63E-08	5.96E-10	0.002147551	1.58E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-77.txt	77	3.5217	7.50E+08	3730.5979	0.21169649	0.018596445	3.59E-05	3.25E-07	4.96E-07	3.00E-06	0.015917192	8.84E-05	2.1999591	0.003704784	2.40E-08	1.67E-10	0.002034821	9.25E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-78.txt	78	3.5217	7.50E+08	3832.7044	0.20849784	0.03138805	3.64E-05	5.70E-07	1.62E-07	5.13E-06	0.008924448	0.000112264	3.1047486	0.008480832	3.69E-08	6.14E-10	0.001669775	1.61E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-79.txt	79	3.5217	7.50E+08	4337.1518	0.21203299	0.034263099	3.67E-05	6.13E-07	2.24E-07	5.48E-06	0.008229256	0.00011614	3.0915559	0.009514466	3.86E-08	7.22E-10	0.00184812	1.72E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-80.txt	80	3.5217	7.50E+08	3918.2383	0.21191163	0.017833726	3.60E-05	3.21E-07	1.33E-06	2.79E-06	0.015412207	8.65E-05	2.682809	0.003755724	2.40E-08	1.69E-10	0.001946828	9.10E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-81.txt	81	3.5217	7.50E+08	3734.1091	0.2099951	0.033137378	3.64E-05	5.97E-07	9.96E-08	5.39E-06	0.008406123	0.000115179	-3.2479527	0.009232656	3.83E-08	6.96E-10	0.00198592	1.70E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-82.txt	82	3.5217	7.50E+08	3847.4463	0.20505959	0.018816685	3.57E-05	3.42E-07	2.20E-07	3.15E-06	0.015909519	9.39E-05	2.684123	0.003946703	2.39E-08	1.77E-10	0.002088765	9.84E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-83.txt	83	3.5217	7.50E+08	3678.9125	0.20930964	0.029453722	3.61E-05	5.39E-07	8.26E-07	4.71E-06	0.008742877	0.000105246	-3.051581	0.008127214	3.79E-08	6.05E-10	0.002261478	1.54E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-84.txt	84	3.5217	7.50E+08	3472.8943	0.20803976	0.031395839	3.62E-05	5.71E-07	1.11E-07	5.16E-06	0.008215433	0.000109004	-3.2105973	0.008943312	3.92E-08	6.91E-10	0.002034899	1.63E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-85.txt	85	3.5217	7.50E+08	3730.1337	0.20762615	0.032222341	3.66E-05	5.87E-07	8.03E-08	5.29E-06	0.008414384	0.000109605	-3.0749095	0.008792423	3.87E-08	6.70E-10	0.001583562	1.63E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-86.txt	86	3.5217	7.50E+08	3864.8425	0.22829781	0.032430414	3.66E-05	5.56E-07	2.55E-06	4.51E-06	0.008450483	0.000107476	2.6858524	0.008565148	3.83E-08	6.45E-10	0.001829902	1.58E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-87.txt	87	3.5217	7.50E+08	3530.8077	0.20385192	0.000881436	3.56E-05	1.08E-07	1.46E-10	NaN	0.016130853	8.95E-05	2.9434343	0.003720964	2.39E-08	1.67E-10	0.001942836	9.24E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-88.txt	88	3.5217	7.50E+08	3865.9784	0.23060142	0.035951923	3.72E-05	6.21E-07	2.58E-06	4.90E-06	0.008068677	0.000119345	-3.096534	0.00998001	3.78E-08	7.40E-10	0.001743532	1.74E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-89.txt	89	3.5217	7.50E+08	4202.6717	0.21602192	0.033406117	3.65E-05	6.03E-07	1.60E-06	5.04E-06	0.008213553	0.00011492	-3.079491	0.009443319	3.86E-08	7.18E-10	0.001852139	1.70E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-90.txt	90	3.5217	7.50E+08	3788.4631	0.20263036	0.01798763	3.56E-05	3.30E-07	1.13E-07	3.06E-06	0.016088829	9.13E-05	2.7113396	0.003794892	2.35E-08	1.67E-10	0.00203203	9.45E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-91.txt	91	3.5217	7.50E+08	3855.027	0.19587724	0.016151222	3.51E-05	3.10E-07	3.59E-08	2.85E-06	0.015088729	8.27E-05	2.9351665	0.003668768	2.55E-08	1.77E-10	0.002376674	9.16E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-92.txt	92	3.5217	7.50E+08	4016.3496	0.20645495	0.017729949	3.56E-05	3.21E-07	3.50E-07	2.94E-06	0.016126296	8.97E-05	2.6850629	0.003717653	2.37E-08	1.65E-10	0.002010804	9.35E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-93.txt	93	3.5217	7.50E+08	4026.1155	0.21182157	0.030743415	3.66E-05	5.51E-07	2.43E-07	4.92E-06	0.009441399	0.000110874	-2.9500317	0.007938069	3.53E-08	5.46E-10	0.002022919	1.55E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-94.txt	94	3.5217	7.50E+08	4017.5068	0.20260213	0.018498682	3.59E-05	3.40E-07	2.08E-07	3.13E-06	0.015915279	9.16E-05	2.7246323	0.003851834	2.36E-08	1.70E-10	0.001458466	9.51E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-95.txt	95	3.5217	7.50E+08	3946.1946	0.20985164	0.032336885	3.61E-05	5.83E-07	1.77E-07	5.26E-06	0.008236216	0.000111917	-3.1344005	0.009165311	4.01E-08	7.26E-10	0.002144496	1.70E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-96.txt	96	3.5217	7.50E+08	3834.0514	0.20933837	0.034803173	3.69E-05	6.30E-07	1.02E-07	5.65E-06	0.007924369	0.000112897	-2.9837447	0.009624739	4.03E-08	7.65E-10	0.001802931	1.72E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-97.txt	97	3.5217	7.50E+08	3848.6916	0.19834055	0.01813044	3.52E-05	3.39E-07	5.06E-08	3.17E-06	0.015647208	9.36E-05	2.708205	0.004001057	2.39E-08	1.79E-10	0.001598388	9.83E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-98.txt	98	3.5217	7.50E+08	3897.6505	0.19845281	0.000881954	3.52E-05	1.09E-07	4.30E-13	NaN	0.015584923	9.02E-05	2.7130149	0.003888491	2.39E-08	1.74E-10	0.001723042	9.28E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-99.txt	99	3.5217	7.50E+08	3894.4328	0.23330616	0.039784828	3.68E-05	6.80E-07	3.41E-06	5.26E-06	0.008290983	0.000136644	2.3728627	0.011069652	3.59E-08	7.78E-10	0.001884286	1.92E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-100.txt	100	3.5217	7.50E+08	3800.2572	0.20693696	0.030917755	3.60E-05	5.67E-07	3.39E-07	5.08E-06	0.008361106	0.000116544	-3.0013305	0.009415586	3.54E-08	6.50E-10	0.002020485	1.63E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-101.txt	101	3.5217	7.50E+08	3724.4399	0.20954877	0.030281885	3.65E-05	5.47E-07	1.36E-07	4.93E-06	0.008815137	0.000106759	-3.1079931	0.008171653	3.73E-08	5.97E-10	0.001796188	1.54E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-102.txt	102	3.5217	7.50E+08	4030.3303	0.19858937	0.000879269	3.51E-05	1.10E-07	1.05E-08	NaN	0.016193918	9.27E-05	2.9364812	0.003835208	2.36E-08	1.70E-10	0.001921781	9.48E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-103.txt	103	3.5217	7.50E+08	4112.7842	0.20611787	0.030903909	3.61E-05	5.67E-07	7.97E-08	5.13E-06	0.008780807	0.000111766	-3.2064911	0.008580563	3.73E-08	6.28E-10	0.00198867	1.62E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-104.txt	104	3.5217	7.50E+08	3682.8798	0.20814999	0.028690536	3.63E-05	5.21E-07	9.68E-08	4.71E-06	0.009052922	0.000103397	-3.049212	0.007710865	3.66E-08	5.52E-10	0.001684528	1.48E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-105.txt	105	3.5217	7.50E+08	3597.7839	0.20582919	0.017332865	3.54E-05	3.19E-07	1.11E-06	2.82E-06	0.015684131	8.73E-05	2.7011371	0.003726134	2.42E-08	1.69E-10	0.002089817	9.26E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-106.txt	106	3.5217	7.50E+08	4017.2621	0.20855676	0.031575973	3.64E-05	5.74E-07	2.05E-07	5.15E-06	0.009024958	0.000113241	-2.9341364	0.00848518	3.66E-08	6.07E-10	0.001873811	1.62E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-107.txt	107	3.5217	7.50E+08	4092.5064	0.21020074	0.029007974	3.66E-05	5.23E-07	1.55E-07	4.70E-06	0.009163495	0.000103306	-3.112493	0.007605596	3.62E-08	5.39E-10	0.00221366	1.47E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-108.txt	108	3.5217	7.50E+08	3842.1967	0.19819573	0.017472622	3.51E-05	3.28E-07	2.22E-07	3.04E-06	0.015848589	9.09E-05	2.6781126	0.003837809	2.38E-08	1.72E-10	0.002054385	9.53E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-109.txt	109	3.5217	7.50E+08	3824.2695	0.20910007	0.018146293	3.56E-05	3.30E-07	1.29E-06	2.89E-06	0.016039091	9.16E-05	2.6971131	0.003820954	2.37E-08	1.70E-10	0.002193845	9.55E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-110.txt	110	3.5217	7.50E+08	3623.7787	0.20758134	0.029355394	3.65E-05	5.36E-07	2.07E-07	4.81E-06	0.009413845	0.000105793	-2.9584469	0.007595975	3.60E-08	5.34E-10	0.0019242	1.50E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-111.txt	111	3.5217	7.50E+08	3836.0975	0.21231197	0.031601872	3.63E-05	5.83E-07	1.88E-06	4.82E-06	0.008296807	0.000108934	-3.1149318	0.00885783	3.93E-08	6.86E-10	0.001807026	1.63E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-112.txt	112	3.5217	7.50E+08	4207.1929	0.20676969	0.033497586	3.63E-05	6.14E-07	1.69E-07	5.52E-06	0.008121187	0.000115231	3.112076	0.009567542	3.95E-08	7.45E-10	0.001494786	1.73E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-113.txt	113	3.5217	7.50E+08	3700.2533	0.23903917	0.030128422	3.65E-05	5.42E-07	5.73E-06	3.58E-06	0.009158568	0.000110196	-2.4881043	0.008149087	3.70E-08	5.90E-10	0.002010392	1.59E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-114.txt	114	3.5217	7.50E+08	4081.7497	0.20857138	0.029987955	3.64E-05	5.44E-07	1.28E-07	4.90E-06	0.008958775	0.000105078	-3.08732	0.007916259	3.78E-08	5.87E-10	0.001826358	1.53E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-115.txt	115	3.5217	7.50E+08	3945.0582	0.20112983	0.026634587	3.58E-05	5.00E-07	6.63E-08	4.55E-06	0.009538524	0.000103237	2.9850478	0.007286956	3.49E-08	4.97E-10	0.00198492	1.43E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-116.txt	116	3.5217	7.50E+08	4350.49	0.20767031	NaN	3.66E-05	NaN	2.63E-12	NaN	2.22E-14	NaN	6.2813932	NaN	5.00E-09	NaN	0.001954974	4.00E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-117.txt	117	3.5217	7.50E+08	3769.7582	0.19783202	0.017226561	3.49E-05	3.23E-07	1.20E-07	3.02E-06	0.015917522	9.08E-05	2.6915932	0.003813788	2.38E-08	1.71E-10	0.001850525	9.52E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-118.txt	118	3.5217	7.50E+08	3922.1	0.20747595	0.029848179	3.63E-05	5.45E-07	1.42E-07	4.91E-06	0.008805912	0.000106302	-3.1225361	0.008143643	3.74E-08	5.98E-10	0.001721203	1.54E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-119.txt	119	3.5217	7.50E+08	3916.3133	0.20084193	0.028513985	3.57E-05	5.37E-07	1.94E-07	4.86E-06	0.00875728	0.000106319	-3.1170436	0.008191557	3.71E-08	5.96E-10	0.002239769	1.54E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-120.txt	120	3.5217	7.50E+08	3555.7803	0.20045391	0.016111013	3.54E-05	3.07E-07	8.39E-07	2.71E-06	0.015593416	8.29E-05	-3.1381967	0.003563522	2.45E-08	1.64E-10	0.001549122	8.91E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-121.txt	121	3.5217	7.50E+08	3828.8641	0.20123982	0.017511752	3.54E-05	3.20E-07	3.63E-07	2.99E-06	0.015997874	8.71E-05	2.2503274	0.00363463	2.38E-08	1.62E-10	0.001839578	9.05E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-122.txt	122	3.5217	7.50E+08	3921.1517	0.20527238	0.029746903	3.62E-05	5.49E-07	1.57E-07	4.95E-06	0.008768473	0.000105922	-3.1028477	0.008151612	3.77E-08	6.04E-10	0.001922809	1.55E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-123.txt	123	3.5217	7.50E+08	3716.9894	0.19506744	0.00086116	3.53E-05	1.10E-07	9.66E-09	NaN	0.015680956	8.84E-05	-3.1334148	0.003792925	2.40E-08	1.71E-10	0.001837018	9.17E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-124.txt	124	3.5217	7.50E+08	3670.6757	0.19459351	0.000834298	3.51E-05	1.06E-07	2.22E-14	NaN	0.015801654	8.75E-05	2.9087146	0.003708619	2.38E-08	1.66E-10	0.001861835	9.02E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-125.txt	125	3.5217	7.50E+08	3643.6224	0.20300572	0.031051818	3.57E-05	5.78E-07	1.68E-07	5.25E-06	0.008562906	0.000112133	-3.0706454	0.008839977	3.93E-08	6.84E-10	0.001635663	1.68E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-126.txt	126	3.5217	7.50E+08	4164.9325	0.20415604	0.032792511	3.63E-05	6.09E-07	1.95E-07	5.47E-06	0.008097638	0.000112894	3.057934	0.009396203	3.93E-08	7.29E-10	0.0018417	1.69E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-127.txt	127	3.5217	7.50E+08	3979.733	0.20303101	0.018618529	3.53E-05	3.40E-07	7.66E-07	3.12E-06	0.015930042	9.33E-05	2.2264694	0.003907829	2.38E-08	1.74E-10	0.001861729	9.69E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-128.txt	128	3.5217	7.50E+08	3558.1242	0.20586377	0.031381878	3.64E-05	5.78E-07	1.85E-07	5.19E-06	0.0087609	0.000109965	-2.943121	0.008486135	3.76E-08	6.26E-10	0.001895244	1.60E-05
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-129.txt	129	3.5217	7.50E+08	4004.8975	0.19943714	0.017963353	3.51E-05	3.35E-07	2.27E-07	3.11E-06	0.016259381	9.44E-05	2.694404	0.003884108	2.34E-08	1.70E-10	0.001865187	9.76E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-130.txt	130	3.5217	7.50E+08	3792.5537	0.20156631	0.017533605	3.53E-05	3.24E-07	2.32E-07	3.00E-06	0.016039055	9.02E-05	2.6767105	0.003758548	2.38E-08	1.68E-10	0.002002988	9.43E-06
Technology\MIT_postdoc\TGS\Data\Kyocera_W_W\Tungsten_Kyocera\2024-02-05\Tungsten_Kyocera-2024-02-05-03.40um-spot03-POS-131.txt	131	3.5217	7.50E+08	3820.7439	0.1954263	0.000850481	3.49E-05	1.08E-07	2.30E-10	NaN	0.015029566	8.48E-05	-3.1211876	0.003803938	2.57E-08	1.85E-10	0.002127281	9.31E-06
