Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot03
Operator	Angus+Samantha
Date	2/5/2024
Time	16:26
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	79
dt	50.000001E-12
time stamp (ms)	5:48:06 PM
	
Time	Amplitude
0.000000E+0	1.050042E-3
5.000000E-11	9.387006E-4
1.000000E-10	8.016650E-4
1.500000E-10	6.663424E-4
2.000000E-10	5.430105E-4
2.500000E-10	4.248174E-4
3.000000E-10	3.425961E-4
3.500000E-10	3.374575E-4
4.000000E-10	3.700037E-4
4.500000E-10	4.025498E-4
5.000000E-10	4.762066E-4
5.500000E-10	5.961129E-4
6.000000E-10	6.920378E-4
6.500000E-10	7.708333E-4
7.000000E-10	8.890265E-4
7.500000E-10	1.015784E-3
8.000000E-10	1.106570E-3
8.500000E-10	1.188792E-3
9.000000E-10	1.259022E-3
9.500000E-10	1.284717E-3
1.000000E-9	1.294994E-3
1.050000E-9	1.318975E-3
1.100000E-9	1.313837E-3
1.150000E-9	1.265874E-3
1.200000E-9	1.221337E-3
1.250000E-9	1.199069E-3
1.300000E-9	1.140829E-3
1.350000E-9	1.044904E-3
1.400000E-9	9.609694E-4
1.450000E-9	8.924515E-4
1.500000E-9	7.931006E-4
1.550000E-9	6.594908E-4
1.600000E-9	5.310197E-4
1.650000E-9	4.350947E-4
1.700000E-9	3.802805E-4
1.750000E-9	3.648640E-4
1.800000E-9	3.751417E-4
1.850000E-9	4.094006E-4
1.900000E-9	4.590760E-4
1.950000E-9	4.916218E-4
2.000000E-9	5.258806E-4
2.050000E-9	6.029631E-4
2.100000E-9	7.023139E-4
2.150000E-9	7.588411E-4
2.200000E-9	7.811094E-4
2.250000E-9	8.222201E-4
2.300000E-9	8.513402E-4
2.350000E-9	8.222202E-4
2.400000E-9	7.828225E-4
2.450000E-9	7.451378E-4
2.500000E-9	6.851848E-4
2.550000E-9	6.029634E-4
