Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot03
Operator	Angus+Samantha
Date	2/5/2024
Time	16:26
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	32
dt	50.000001E-12
time stamp (ms)	4:59:26 PM
	
Time	Amplitude
0.000000E+0	-1.214478E-3
5.000000E-11	-1.257302E-3
1.000000E-10	-1.294987E-3
1.500000E-10	-1.317255E-3
2.000000E-10	-1.325820E-3
2.500000E-10	-1.325820E-3
3.000000E-10	-1.301838E-3
3.500000E-10	-1.259015E-3
4.000000E-10	-1.219617E-3
4.500000E-10	-1.188784E-3
5.000000E-10	-1.151099E-3
5.500000E-10	-1.113414E-3
6.000000E-10	-1.094571E-3
6.500000E-10	-1.103136E-3
7.000000E-10	-1.125405E-3
7.500000E-10	-1.164802E-3
8.000000E-10	-1.226469E-3
8.500000E-10	-1.282996E-3
9.000000E-10	-1.315542E-3
9.500000E-10	-1.334384E-3
1.000000E-9	-1.341236E-3
1.050000E-9	-1.327533E-3
1.100000E-9	-1.294987E-3
1.150000E-9	-1.253876E-3
1.200000E-9	-1.195636E-3
1.250000E-9	-1.125405E-3
1.300000E-9	-1.053461E-3
1.350000E-9	-9.900815E-4
1.400000E-9	-9.301283E-4
1.450000E-9	-8.770268E-4
1.500000E-9	-8.410549E-4
1.550000E-9	-8.067959E-4
1.600000E-9	-7.639721E-4
1.650000E-9	-7.211484E-4
1.700000E-9	-7.023059E-4
1.750000E-9	-7.040189E-4
1.800000E-9	-7.211484E-4
1.850000E-9	-7.588333E-4
1.900000E-9	-8.136477E-4
1.950000E-9	-8.753139E-4
2.000000E-9	-9.369801E-4
2.050000E-9	-9.917945E-4
2.100000E-9	-1.039757E-3
2.150000E-9	-1.089433E-3
2.200000E-9	-1.128830E-3
2.250000E-9	-1.132256E-3
2.300000E-9	-1.101423E-3
2.350000E-9	-1.060312E-3
2.400000E-9	-1.015776E-3
