Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot00
Operator	Angus+Samantha
Date	2/5/2024
Time	15:26
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	27
dt	50.000001E-12
time stamp (ms)	3:54:36 PM
	
Time	Amplitude
0.000000E+0	-1.570772E-3
5.000000E-11	-1.558781E-3
1.000000E-10	-1.541651E-3
1.500000E-10	-1.515957E-3
2.000000E-10	-1.510818E-3
2.500000E-10	-1.527948E-3
3.000000E-10	-1.536513E-3
3.500000E-10	-1.567346E-3
4.000000E-10	-1.639290E-3
4.500000E-10	-1.711234E-3
5.000000E-10	-1.742067E-3
5.500000E-10	-1.760909E-3
6.000000E-10	-1.788316E-3
6.500000E-10	-1.802020E-3
7.000000E-10	-1.803733E-3
7.500000E-10	-1.790029E-3
8.000000E-10	-1.764335E-3
8.500000E-10	-1.755770E-3
9.000000E-10	-1.767761E-3
9.500000E-10	-1.759196E-3
1.000000E-9	-1.743780E-3
1.050000E-9	-1.762622E-3
1.100000E-9	-1.807159E-3
1.150000E-9	-1.829427E-3
1.200000E-9	-1.837992E-3
1.250000E-9	-1.841418E-3
1.300000E-9	-1.824288E-3
1.350000E-9	-1.783177E-3
1.400000E-9	-1.743780E-3
1.450000E-9	-1.704382E-3
1.500000E-9	-1.644428E-3
1.550000E-9	-1.586188E-3
1.600000E-9	-1.557068E-3
1.650000E-9	-1.541651E-3
1.700000E-9	-1.546790E-3
1.750000E-9	-1.611882E-3
1.800000E-9	-1.707808E-3
1.850000E-9	-1.803733E-3
1.900000E-9	-1.885954E-3
1.950000E-9	-1.942482E-3
2.000000E-9	-1.947621E-3
2.050000E-9	-1.899658E-3
2.100000E-9	-1.837992E-3
2.150000E-9	-1.779752E-3
2.200000E-9	-1.716372E-3
2.250000E-9	-1.644428E-3
2.300000E-9	-1.582762E-3
2.350000E-9	-1.539938E-3
2.400000E-9	-1.519383E-3
2.450000E-9	-1.515957E-3
2.500000E-9	-1.543364E-3
2.550000E-9	-1.598179E-3
2.600000E-9	-1.692391E-3
2.650000E-9	-1.790029E-3
2.700000E-9	-1.867112E-3
2.750000E-9	-1.920213E-3
2.800000E-9	-1.961324E-3
2.850000E-9	-1.971602E-3
2.900000E-9	-1.933917E-3
2.950000E-9	-1.884241E-3
3.000000E-9	-1.836279E-3
3.050000E-9	-1.793455E-3
3.100000E-9	-1.750631E-3
3.150000E-9	-1.704382E-3
3.200000E-9	-1.649567E-3
3.250000E-9	-1.598179E-3
3.300000E-9	-1.582762E-3
3.350000E-9	-1.584475E-3
3.400000E-9	-1.570772E-3
3.450000E-9	-1.550216E-3
3.500000E-9	-1.534800E-3
3.550000E-9	-1.493689E-3
3.600000E-9	-1.432023E-3
3.650000E-9	-1.387486E-3
3.700000E-9	-1.368643E-3
3.750000E-9	-1.348088E-3
3.800000E-9	-1.322394E-3
3.850000E-9	-1.310403E-3
3.900000E-9	-1.332672E-3
3.950000E-9	-1.358366E-3
4.000000E-9	-1.354940E-3
4.050000E-9	-1.336097E-3
4.100000E-9	-1.325820E-3
4.150000E-9	-1.312116E-3
4.200000E-9	-1.265866E-3
4.250000E-9	-1.207626E-3
4.300000E-9	-1.163089E-3
4.350000E-9	-1.142534E-3
4.400000E-9	-1.144247E-3
4.450000E-9	-1.164802E-3
4.500000E-9	-1.212765E-3
4.550000E-9	-1.291561E-3
4.600000E-9	-1.402902E-3
4.650000E-9	-1.529661E-3
4.700000E-9	-1.663271E-3
4.750000E-9	-1.786603E-3
4.800000E-9	-1.875677E-3
4.850000E-9	-1.928778E-3
4.900000E-9	-1.963037E-3
4.950000E-9	-1.956185E-3
5.000000E-9	-1.882529E-3
5.050000E-9	-1.755770E-3
5.100000E-9	-1.603318E-3
5.150000E-9	-1.456004E-3
5.200000E-9	-1.310403E-3
5.250000E-9	-1.195636E-3
5.300000E-9	-1.133969E-3
5.350000E-9	-1.120266E-3
5.400000E-9	-1.169941E-3
5.450000E-9	-1.276144E-3
5.500000E-9	-1.402902E-3
5.550000E-9	-1.527948E-3
5.600000E-9	-1.661558E-3
5.650000E-9	-1.779752E-3
5.700000E-9	-1.855121E-3
5.750000E-9	-1.880816E-3
5.800000E-9	-1.863686E-3
5.850000E-9	-1.802020E-3
5.900000E-9	-1.697530E-3
5.950000E-9	-1.574197E-3
6.000000E-9	-1.449152E-3
6.050000E-9	-1.334384E-3
6.100000E-9	-1.247024E-3
6.150000E-9	-1.183645E-3
6.200000E-9	-1.154525E-3
6.250000E-9	-1.175080E-3
6.300000E-9	-1.238459E-3
6.350000E-9	-1.324107E-3
6.400000E-9	-1.414893E-3
6.450000E-9	-1.510818E-3
6.500000E-9	-1.605031E-3
6.550000E-9	-1.699243E-3
6.600000E-9	-1.788316E-3
6.650000E-9	-1.865399E-3
6.700000E-9	-1.913362E-3
6.750000E-9	-1.933917E-3
6.800000E-9	-1.935630E-3
6.850000E-9	-1.925352E-3
6.900000E-9	-1.889380E-3
6.950000E-9	-1.819149E-3
7.000000E-9	-1.748918E-3
7.050000E-9	-1.733502E-3
7.100000E-9	-1.764335E-3
7.150000E-9	-1.805446E-3
7.200000E-9	-1.844844E-3
7.250000E-9	-1.860260E-3
7.300000E-9	-1.846557E-3
7.350000E-9	-1.805446E-3
7.400000E-9	-1.762622E-3
7.450000E-9	-1.738641E-3
7.500000E-9	-1.716372E-3
7.550000E-9	-1.709521E-3
7.600000E-9	-1.723224E-3
7.650000E-9	-1.740354E-3
7.700000E-9	-1.750631E-3
7.750000E-9	-1.760909E-3
7.800000E-9	-1.772900E-3
7.850000E-9	-1.750631E-3
7.900000E-9	-1.692391E-3
7.950000E-9	-1.623873E-3
8.000000E-9	-1.560494E-3
8.050000E-9	-1.495402E-3
8.100000E-9	-1.426884E-3
8.150000E-9	-1.353227E-3
8.200000E-9	-1.286422E-3
8.250000E-9	-1.240172E-3
8.300000E-9	-1.211052E-3
8.350000E-9	-1.190497E-3
8.400000E-9	-1.181932E-3
8.450000E-9	-1.183645E-3
8.500000E-9	-1.199061E-3
8.550000E-9	-1.223043E-3
8.600000E-9	-1.262441E-3
8.650000E-9	-1.301838E-3
8.700000E-9	-1.327533E-3
8.750000E-9	-1.332672E-3
8.800000E-9	-1.320681E-3
8.850000E-9	-1.293274E-3
8.900000E-9	-1.253876E-3
8.950000E-9	-1.195636E-3
9.000000E-9	-1.125405E-3
9.050000E-9	-1.055174E-3
9.100000E-9	-9.952204E-4
9.150000E-9	-9.712391E-4
9.200000E-9	-1.003785E-3
9.250000E-9	-1.072303E-3
9.300000E-9	-1.142534E-3
9.350000E-9	-1.228182E-3
9.400000E-9	-1.337810E-3
9.450000E-9	-1.459430E-3
9.500000E-9	-1.594753E-3
9.550000E-9	-1.759196E-3
9.600000E-9	-1.925352E-3
9.650000E-9	-2.046972E-3
9.700000E-9	-2.117203E-3
9.750000E-9	-2.146323E-3
9.800000E-9	-2.139471E-3
9.850000E-9	-2.089795E-3
9.900000E-9	-1.990444E-3
9.950000E-9	-1.851695E-3
1.000000E-8	-1.733502E-3
1.005000E-8	-1.661558E-3
1.010000E-8	-1.613595E-3
1.015000E-8	-1.575910E-3
1.020000E-8	-1.577623E-3
1.025000E-8	-1.611882E-3
1.030000E-8	-1.654706E-3
1.035000E-8	-1.731789E-3
1.040000E-8	-1.827714E-3
1.045000E-8	-1.906510E-3
1.050000E-8	-1.992157E-3
1.055000E-8	-2.127480E-3
1.060000E-8	-2.242248E-3
1.065000E-8	-2.274794E-3
1.070000E-8	-2.261090E-3
1.075000E-8	-2.228544E-3
1.080000E-8	-2.160026E-3
1.085000E-8	-2.058962E-3
1.090000E-8	-1.949334E-3
1.095000E-8	-1.831140E-3
1.100000E-8	-1.730076E-3
1.105000E-8	-1.664984E-3
1.110000E-8	-1.608456E-3
1.115000E-8	-1.529661E-3
1.120000E-8	-1.459430E-3
1.125000E-8	-1.435449E-3
1.130000E-8	-1.449152E-3
1.135000E-8	-1.493689E-3
1.140000E-8	-1.563920E-3
1.145000E-8	-1.632438E-3
1.150000E-8	-1.670123E-3
1.155000E-8	-1.683826E-3
1.160000E-8	-1.687252E-3
1.165000E-8	-1.682113E-3
1.170000E-8	-1.682113E-3
1.175000E-8	-1.652993E-3
1.180000E-8	-1.545077E-3
1.185000E-8	-1.339523E-3
1.190000E-8	-1.034618E-3
1.195000E-8	-5.652699E-4
1.200000E-8	1.490303E-4
1.205000E-8	1.156245E-3
1.210000E-8	2.504337E-3
1.215000E-8	4.296082E-3
1.220000E-8	6.594861E-3
1.225000E-8	9.400673E-3
1.230000E-8	1.265357E-2
1.235000E-8	1.621821E-2
1.240000E-8	1.993532E-2
1.245000E-8	2.365756E-2
1.250000E-8	2.721707E-2
1.255000E-8	3.043227E-2
1.260000E-8	3.324494E-2
1.265000E-8	3.565163E-2
1.270000E-8	3.760611E-2
1.275000E-8	3.908267E-2
1.280000E-8	4.014813E-2
1.285000E-8	4.083502E-2
1.290000E-8	4.112451E-2
1.295000E-8	4.109025E-2
1.300000E-8	4.085044E-2
1.305000E-8	4.039650E-2
1.310000E-8	3.969933E-2
1.315000E-8	3.877263E-2
1.320000E-8	3.766949E-2
1.325000E-8	3.638306E-2
1.330000E-8	3.496817E-2
1.335000E-8	3.351216E-2
1.340000E-8	3.198421E-2
1.345000E-8	3.032607E-2
1.350000E-8	2.859599E-2
1.355000E-8	2.707661E-2
1.360000E-8	2.585698E-2
1.365000E-8	2.482236E-2
1.370000E-8	2.404468E-2
1.375000E-8	2.370552E-2
1.380000E-8	2.378432E-2
1.385000E-8	2.415603E-2
1.390000E-8	2.481380E-2
1.395000E-8	2.569768E-2
1.400000E-8	2.665522E-2
1.405000E-8	2.765044E-2
1.410000E-8	2.863368E-2
1.415000E-8	2.945761E-2
1.420000E-8	3.007427E-2
1.425000E-8	3.059843E-2
1.430000E-8	3.099583E-2
1.435000E-8	3.113458E-2
1.440000E-8	3.099241E-2
1.445000E-8	3.065324E-2
1.450000E-8	3.005714E-2
1.455000E-8	2.920580E-2
1.460000E-8	2.813350E-2
1.465000E-8	2.685392E-2
1.470000E-8	2.537565E-2
1.475000E-8	2.386140E-2
1.480000E-8	2.240368E-2
1.485000E-8	2.098193E-2
1.490000E-8	1.962013E-2
1.495000E-8	1.845190E-2
1.500000E-8	1.754575E-2
1.505000E-8	1.697363E-2
1.510000E-8	1.675951E-2
1.515000E-8	1.687427E-2
1.520000E-8	1.734534E-2
1.525000E-8	1.819496E-2
1.530000E-8	1.931694E-2
1.535000E-8	2.046462E-2
1.540000E-8	2.160716E-2
1.545000E-8	2.277367E-2
1.550000E-8	2.385797E-2
1.555000E-8	2.476070E-2
1.560000E-8	2.549727E-2
1.565000E-8	2.601971E-2
1.570000E-8	2.628008E-2
1.575000E-8	2.627323E-2
1.580000E-8	2.599059E-2
1.585000E-8	2.538592E-2
1.590000E-8	2.448149E-2
1.595000E-8	2.337663E-2
1.600000E-8	2.212961E-2
1.605000E-8	2.070443E-2
1.610000E-8	1.910282E-2
1.615000E-8	1.744469E-2
1.620000E-8	1.587562E-2
1.625000E-8	1.448642E-2
1.630000E-8	1.334560E-2
1.635000E-8	1.253709E-2
1.640000E-8	1.212769E-2
1.645000E-8	1.206602E-2
1.650000E-8	1.233667E-2
1.655000E-8	1.292764E-2
1.660000E-8	1.378411E-2
1.665000E-8	1.483415E-2
1.670000E-8	1.603322E-2
1.675000E-8	1.728538E-2
1.680000E-8	1.849130E-2
1.685000E-8	1.962527E-2
1.690000E-8	2.061878E-2
1.695000E-8	2.135706E-2
1.700000E-8	2.184012E-2
1.705000E-8	2.209535E-2
1.710000E-8	2.206965E-2
1.715000E-8	2.171165E-2
1.720000E-8	2.105045E-2
1.725000E-8	2.015286E-2
1.730000E-8	1.904630E-2
1.735000E-8	1.774103E-2
1.740000E-8	1.627645E-2
1.745000E-8	1.471938E-2
1.750000E-8	1.315546E-2
1.755000E-8	1.167547E-2
1.760000E-8	1.037534E-2
1.765000E-8	9.342433E-3
1.770000E-8	8.652114E-3
1.775000E-8	8.335219E-3
1.780000E-8	8.400311E-3
1.785000E-8	8.845678E-3
1.790000E-8	9.630209E-3
1.795000E-8	1.068367E-2
1.800000E-8	1.194440E-2
1.805000E-8	1.334388E-2
1.810000E-8	1.476221E-2
1.815000E-8	1.612400E-2
1.820000E-8	1.738131E-2
1.825000E-8	1.842107E-2
1.830000E-8	1.916963E-2
1.835000E-8	1.962013E-2
1.840000E-8	1.977087E-2
1.845000E-8	1.953962E-2
1.850000E-8	1.896065E-2
1.855000E-8	1.810760E-2
1.860000E-8	1.700788E-2
1.865000E-8	1.568377E-2
1.870000E-8	1.422434E-2
1.875000E-8	1.266898E-2
1.880000E-8	1.108793E-2
1.885000E-8	9.604515E-3
1.890000E-8	8.259849E-3
1.895000E-8	7.112172E-3
1.900000E-8	6.247132E-3
1.905000E-8	5.719544E-3
1.910000E-8	5.507138E-3
1.915000E-8	5.664729E-3
1.920000E-8	6.197457E-3
1.925000E-8	6.999118E-3
1.930000E-8	8.018323E-3
1.935000E-8	9.248221E-3
1.940000E-8	1.059803E-2
1.945000E-8	1.194098E-2
1.950000E-8	1.324282E-2
1.955000E-8	1.443332E-2
1.960000E-8	1.541484E-2
1.965000E-8	1.616511E-2
1.970000E-8	1.665673E-2
1.975000E-8	1.680404E-2
