Study Name	Tungsten_Kyocera
Sample Name	2024-02-05
Run Name	spot03
Operator	Angus+Samantha
Date	2/5/2024
Time	16:26
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	121
dt	50.000001E-12
time stamp (ms)	6:31:46 PM
	
Time	Amplitude
0.000000E+0	-1.010605E-4
5.000000E-11	-1.730044E-4
1.000000E-10	-2.466612E-4
1.500000E-10	-3.134663E-4
2.000000E-10	-3.682807E-4
2.500000E-10	-4.076785E-4
3.000000E-10	-4.282339E-4
3.500000E-10	-4.265210E-4
4.000000E-10	-4.008267E-4
4.500000E-10	-3.477253E-4
5.000000E-10	-2.843461E-4
5.500000E-10	-2.209670E-4
6.000000E-10	-1.644396E-4
6.500000E-10	-1.181900E-4
7.000000E-10	-9.763455E-5
7.500000E-10	-9.592160E-5
8.000000E-10	-1.044864E-4
8.500000E-10	-1.233288E-4
9.000000E-10	-1.473101E-4
9.500000E-10	-1.730044E-4
1.000000E-9	-2.004116E-4
1.050000E-9	-2.295317E-4
1.100000E-9	-2.500871E-4
1.150000E-9	-2.586519E-4
1.200000E-9	-2.689296E-4
1.250000E-9	-2.911979E-4
1.300000E-9	-3.083274E-4
1.350000E-9	-3.083274E-4
1.400000E-9	-3.100404E-4
1.450000E-9	-3.340217E-4
1.500000E-9	-3.768454E-4
1.550000E-9	-4.179562E-4
1.600000E-9	-4.539282E-4
1.650000E-9	-4.813354E-4
1.700000E-9	-5.070296E-4
1.750000E-9	-5.155944E-4
1.800000E-9	-5.070296E-4
1.850000E-9	-4.899001E-4
1.900000E-9	-4.830483E-4
1.950000E-9	-4.899001E-4
2.000000E-9	-4.984649E-4
2.050000E-9	-4.899001E-4
2.100000E-9	-4.693447E-4
2.150000E-9	-4.470764E-4
2.200000E-9	-4.230951E-4
2.250000E-9	-3.956879E-4
2.300000E-9	-3.665677E-4
2.350000E-9	-3.408735E-4
2.400000E-9	-3.168922E-4
