Study Name	Tungsten_Fuzz
Sample Name	2024-05-05
Run Name	spot4
Operator	Angus
Date	5/5/2024
Time	19:23
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	35
dt	50.000001E-12
time stamp (ms)	7:59:28 PM
	
Time	Amplitude
0.000000E+0	1.159661E-3
5.000000E-11	1.111699E-3
1.000000E-10	1.067162E-3
1.500000E-10	1.038042E-3
2.000000E-10	1.041468E-3
2.500000E-10	1.067162E-3
3.000000E-10	1.094569E-3
3.500000E-10	1.125402E-3
4.000000E-10	1.164800E-3
4.500000E-10	1.217902E-3
5.000000E-10	1.276142E-3
5.500000E-10	1.337808E-3
6.000000E-10	1.390910E-3
6.500000E-10	1.438872E-3
7.000000E-10	1.478270E-3
7.500000E-10	1.509103E-3
8.000000E-10	1.545075E-3
8.500000E-10	1.589612E-3
9.000000E-10	1.629010E-3
9.500000E-10	1.652991E-3
1.000000E-9	1.678685E-3
1.050000E-9	1.702667E-3
1.100000E-9	1.700954E-3
1.150000E-9	1.675259E-3
1.200000E-9	1.623871E-3
1.250000E-9	1.533085E-3
1.300000E-9	1.432020E-3
1.350000E-9	1.361790E-3
1.400000E-9	1.303549E-3
1.450000E-9	1.223041E-3
1.500000E-9	1.151097E-3
1.550000E-9	1.116838E-3
1.600000E-9	1.115125E-3
1.650000E-9	1.137393E-3
1.700000E-9	1.188782E-3
1.750000E-9	1.255587E-3
1.800000E-9	1.330956E-3
1.850000E-9	1.406326E-3
1.900000E-9	1.469705E-3
1.950000E-9	1.512529E-3
2.000000E-9	1.553640E-3
2.050000E-9	1.596464E-3
2.100000E-9	1.620445E-3
2.150000E-9	1.615306E-3
2.200000E-9	1.606741E-3
2.250000E-9	1.601603E-3
2.300000E-9	1.579334E-3
2.350000E-9	1.553640E-3
2.400000E-9	1.558779E-3
2.450000E-9	1.584473E-3
2.500000E-9	1.606741E-3
2.550000E-9	1.634149E-3
2.600000E-9	1.659843E-3
2.650000E-9	1.661556E-3
2.700000E-9	1.659843E-3
2.750000E-9	1.682111E-3
2.800000E-9	1.704380E-3
2.850000E-9	1.690676E-3
2.900000E-9	1.654704E-3
2.950000E-9	1.627297E-3
3.000000E-9	1.613593E-3
3.050000E-9	1.591325E-3
3.100000E-9	1.546788E-3
3.150000E-9	1.491974E-3
3.200000E-9	1.456002E-3
3.250000E-9	1.444011E-3
3.300000E-9	1.406326E-3
3.350000E-9	1.339521E-3
3.400000E-9	1.286420E-3
3.450000E-9	1.250448E-3
3.500000E-9	1.195633E-3
3.550000E-9	1.145958E-3
3.600000E-9	1.132254E-3
3.650000E-9	1.144245E-3
3.700000E-9	1.164800E-3
3.750000E-9	1.209337E-3
3.800000E-9	1.277855E-3
3.850000E-9	1.353225E-3
3.900000E-9	1.428595E-3
3.950000E-9	1.509103E-3
4.000000E-9	1.598177E-3
4.050000E-9	1.685537E-3
4.100000E-9	1.748916E-3
4.150000E-9	1.790027E-3
4.200000E-9	1.825999E-3
4.250000E-9	1.837990E-3
4.300000E-9	1.808869E-3
4.350000E-9	1.760907E-3
4.400000E-9	1.712944E-3
4.450000E-9	1.637574E-3
4.500000E-9	1.524520E-3
4.550000E-9	1.397761E-3
4.600000E-9	1.267577E-3
4.650000E-9	1.130541E-3
4.700000E-9	1.012348E-3
4.750000E-9	9.472556E-4
4.800000E-9	9.438297E-4
4.850000E-9	9.763757E-4
4.900000E-9	1.019199E-3
4.950000E-9	1.058597E-3
5.000000E-9	1.099708E-3
5.050000E-9	1.145958E-3
5.100000E-9	1.169939E-3
5.150000E-9	1.173365E-3
5.200000E-9	1.169939E-3
5.250000E-9	1.161374E-3
5.300000E-9	1.127115E-3
5.350000E-9	1.084292E-3
5.400000E-9	1.060310E-3
5.450000E-9	1.043181E-3
5.500000E-9	1.027764E-3
5.550000E-9	1.055171E-3
5.600000E-9	1.152810E-3
5.650000E-9	1.274429E-3
5.700000E-9	1.385771E-3
5.750000E-9	1.500538E-3
5.800000E-9	1.627297E-3
5.850000E-9	1.724935E-3
5.900000E-9	1.769472E-3
5.950000E-9	1.769472E-3
6.000000E-9	1.738639E-3
6.050000E-9	1.678685E-3
6.100000E-9	1.596464E-3
6.150000E-9	1.507390E-3
6.200000E-9	1.416604E-3
6.250000E-9	1.337808E-3
6.300000E-9	1.282994E-3
6.350000E-9	1.240170E-3
6.400000E-9	1.214476E-3
6.450000E-9	1.217902E-3
6.500000E-9	1.228179E-3
6.550000E-9	1.226466E-3
6.600000E-9	1.238457E-3
6.650000E-9	1.265864E-3
6.700000E-9	1.277855E-3
6.750000E-9	1.271003E-3
6.800000E-9	1.282994E-3
6.850000E-9	1.310401E-3
6.900000E-9	1.330956E-3
