Study Name	Tungsten_Fuzz
Sample Name	2024-05-05
Run Name	spot4
Operator	Angus
Date	5/5/2024
Time	19:23
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	59
dt	50.000001E-12
time stamp (ms)	8:24:18 PM
	
Time	Amplitude
0.000000E+0	-4.051115E-3
5.000000E-11	-3.962042E-3
1.000000E-10	-3.881533E-3
1.500000E-10	-3.797599E-3
2.000000E-10	-3.710238E-3
2.500000E-10	-3.634868E-3
3.000000E-10	-3.583480E-3
3.500000E-10	-3.566350E-3
4.000000E-10	-3.588619E-3
4.500000E-10	-3.645146E-3
5.000000E-10	-3.713664E-3
5.500000E-10	-3.787321E-3
6.000000E-10	-3.852413E-3
6.500000E-10	-3.907227E-3
7.000000E-10	-3.965468E-3
7.500000E-10	-4.027134E-3
8.000000E-10	-4.076809E-3
8.500000E-10	-4.100791E-3
9.000000E-10	-4.116207E-3
9.500000E-10	-4.126485E-3
1.000000E-9	-4.119633E-3
1.050000E-9	-4.083661E-3
1.100000E-9	-4.025421E-3
1.150000E-9	-3.950051E-3
1.200000E-9	-3.862691E-3
1.250000E-9	-3.768478E-3
1.300000E-9	-3.687970E-3
1.350000E-9	-3.622878E-3
1.400000E-9	-3.554360E-3
1.450000E-9	-3.484129E-3
1.500000E-9	-3.449870E-3
1.550000E-9	-3.468712E-3
1.600000E-9	-3.508110E-3
1.650000E-9	-3.554360E-3
1.700000E-9	-3.633155E-3
1.750000E-9	-3.742784E-3
1.800000E-9	-3.842135E-3
1.850000E-9	-3.922644E-3
1.900000E-9	-4.008291E-3
1.950000E-9	-4.078522E-3
2.000000E-9	-4.095652E-3
2.050000E-9	-4.066532E-3
2.100000E-9	-4.018569E-3
2.150000E-9	-3.936348E-3
2.200000E-9	-3.821580E-3
2.250000E-9	-3.711951E-3
2.300000E-9	-3.634868E-3
2.350000E-9	-3.574915E-3
2.400000E-9	-3.532091E-3
2.450000E-9	-3.518388E-3
2.500000E-9	-3.540656E-3
2.550000E-9	-3.592045E-3
2.600000E-9	-3.665701E-3
2.650000E-9	-3.753062E-3
2.700000E-9	-3.855839E-3
2.750000E-9	-3.975745E-3
2.800000E-9	-4.095652E-3
2.850000E-9	-4.188151E-3
2.900000E-9	-4.239540E-3
2.950000E-9	-4.261808E-3
3.000000E-9	-4.260095E-3
3.050000E-9	-4.225836E-3
3.100000E-9	-4.160744E-3
3.150000E-9	-4.087087E-3
3.200000E-9	-4.015143E-3
3.250000E-9	-3.943199E-3
3.300000E-9	-3.884959E-3
3.350000E-9	-3.857552E-3
3.400000E-9	-3.842135E-3
3.450000E-9	-3.828432E-3
3.500000E-9	-3.831858E-3
3.550000E-9	-3.855839E-3
3.600000E-9	-3.879820E-3
3.650000E-9	-3.895237E-3
3.700000E-9	-3.922644E-3
3.750000E-9	-3.956903E-3
3.800000E-9	-3.977458E-3
3.850000E-9	-3.982597E-3
3.900000E-9	-3.994588E-3
3.950000E-9	-4.025421E-3
4.000000E-9	-4.052828E-3
4.050000E-9	-4.073384E-3
4.100000E-9	-4.105930E-3
4.150000E-9	-4.135050E-3
4.200000E-9	-4.124772E-3
4.250000E-9	-4.078522E-3
4.300000E-9	-4.028847E-3
4.350000E-9	-3.968894E-3
4.400000E-9	-3.879820E-3
4.450000E-9	-3.778756E-3
4.500000E-9	-3.681118E-3
4.550000E-9	-3.597183E-3
4.600000E-9	-3.533804E-3
4.650000E-9	-3.497832E-3
4.700000E-9	-3.484129E-3
4.750000E-9	-3.499545E-3
4.800000E-9	-3.554360E-3
4.850000E-9	-3.636581E-3
4.900000E-9	-3.722229E-3
4.950000E-9	-3.792460E-3
5.000000E-9	-3.830145E-3
5.050000E-9	-3.819867E-3
5.100000E-9	-3.758201E-3
5.150000E-9	-3.669127E-3
5.200000E-9	-3.583480E-3
5.250000E-9	-3.499545E-3
5.300000E-9	-3.420750E-3
5.350000E-9	-3.362509E-3
5.400000E-9	-3.328250E-3
5.450000E-9	-3.317973E-3
5.500000E-9	-3.352232E-3
5.550000E-9	-3.441305E-3
5.600000E-9	-3.557786E-3
5.650000E-9	-3.674266E-3
5.700000E-9	-3.782182E-3
5.750000E-9	-3.869542E-3
5.800000E-9	-3.922644E-3
5.850000E-9	-3.941486E-3
5.900000E-9	-3.926070E-3
5.950000E-9	-3.876394E-3
6.000000E-9	-3.816441E-3
6.050000E-9	-3.753062E-3
6.100000E-9	-3.681118E-3
6.150000E-9	-3.612600E-3
6.200000E-9	-3.568063E-3
6.250000E-9	-3.544082E-3
6.300000E-9	-3.538943E-3
6.350000E-9	-3.566350E-3
6.400000E-9	-3.617739E-3
6.450000E-9	-3.667414E-3
6.500000E-9	-3.711951E-3
