Study Name	Tungsten_Fuzz
Sample Name	2024-05-05
Run Name	spot4
Operator	Angus
Date	5/5/2024
Time	19:23
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	28
dt	50.000001E-12
time stamp (ms)	7:52:14 PM
	
Time	Amplitude
0.000000E+0	-3.160387E-3
5.000000E-11	-3.187794E-3
1.000000E-10	-3.151822E-3
1.500000E-10	-3.088443E-3
2.000000E-10	-2.999370E-3
2.500000E-10	-2.879463E-3
3.000000E-10	-2.762983E-3
3.500000E-10	-2.668770E-3
4.000000E-10	-2.588262E-3
4.500000E-10	-2.543725E-3
5.000000E-10	-2.552290E-3
5.500000E-10	-2.588262E-3
6.000000E-10	-2.632798E-3
6.500000E-10	-2.696177E-3
7.000000E-10	-2.759557E-3
7.500000E-10	-2.802380E-3
8.000000E-10	-2.833213E-3
8.500000E-10	-2.845204E-3
9.000000E-10	-2.809232E-3
9.500000E-10	-2.737288E-3
1.000000E-9	-2.660206E-3
1.050000E-9	-2.565993E-3
1.100000E-9	-2.466642E-3
1.150000E-9	-2.391272E-3
1.200000E-9	-2.348449E-3
1.250000E-9	-2.333032E-3
1.300000E-9	-2.355300E-3
1.350000E-9	-2.410115E-3
1.400000E-9	-2.475207E-3
1.450000E-9	-2.569419E-3
1.500000E-9	-2.704742E-3
1.550000E-9	-2.841778E-3
1.600000E-9	-2.953120E-3
1.650000E-9	-3.061036E-3
1.700000E-9	-3.156961E-3
1.750000E-9	-3.211775E-3
1.800000E-9	-3.234044E-3
1.850000E-9	-3.247747E-3
1.900000E-9	-3.247747E-3
1.950000E-9	-3.228905E-3
2.000000E-9	-3.206637E-3
2.050000E-9	-3.180942E-3
2.100000E-9	-3.158674E-3
2.150000E-9	-3.144970E-3
2.200000E-9	-3.131267E-3
2.250000E-9	-3.114137E-3
2.300000E-9	-3.112424E-3
2.350000E-9	-3.134693E-3
2.400000E-9	-3.165526E-3
2.450000E-9	-3.191220E-3
2.500000E-9	-3.208350E-3
2.550000E-9	-3.232331E-3
2.600000E-9	-3.270016E-3
2.650000E-9	-3.304275E-3
2.700000E-9	-3.326543E-3
2.750000E-9	-3.345386E-3
2.800000E-9	-3.365941E-3
2.850000E-9	-3.377932E-3
2.900000E-9	-3.367654E-3
2.950000E-9	-3.331682E-3
3.000000E-9	-3.271729E-3
3.050000E-9	-3.208350E-3
3.100000E-9	-3.139832E-3
3.150000E-9	-3.049045E-3
3.200000E-9	-2.934278E-3
3.250000E-9	-2.817797E-3
3.300000E-9	-2.701316E-3
3.350000E-9	-2.589975E-3
3.400000E-9	-2.490623E-3
3.450000E-9	-2.408402E-3
3.500000E-9	-2.350162E-3
3.550000E-9	-2.331319E-3
3.600000E-9	-2.350162E-3
3.650000E-9	-2.389559E-3
3.700000E-9	-2.459790E-3
3.750000E-9	-2.576271E-3
3.800000E-9	-2.708168E-3
3.850000E-9	-2.819510E-3
3.900000E-9	-2.910296E-3
3.950000E-9	-2.983953E-3
4.000000E-9	-3.025064E-3
4.050000E-9	-3.030203E-3
4.100000E-9	-3.016499E-3
4.150000E-9	-2.978814E-3
4.200000E-9	-2.900019E-3
4.250000E-9	-2.802380E-3
4.300000E-9	-2.716733E-3
4.350000E-9	-2.636224E-3
4.400000E-9	-2.555716E-3
4.450000E-9	-2.507753E-3
4.500000E-9	-2.500901E-3
4.550000E-9	-2.509466E-3
4.600000E-9	-2.531734E-3
4.650000E-9	-2.577984E-3
4.700000E-9	-2.636224E-3
4.750000E-9	-2.699603E-3
4.800000E-9	-2.764695E-3
4.850000E-9	-2.816084E-3
4.900000E-9	-2.840065E-3
4.950000E-9	-2.846917E-3
5.000000E-9	-2.833213E-3
5.050000E-9	-2.795529E-3
5.100000E-9	-2.742427E-3
5.150000E-9	-2.682474E-3
5.200000E-9	-2.619095E-3
5.250000E-9	-2.560854E-3
5.300000E-9	-2.516318E-3
5.350000E-9	-2.483772E-3
5.400000E-9	-2.466642E-3
5.450000E-9	-2.464929E-3
5.500000E-9	-2.478633E-3
5.550000E-9	-2.516318E-3
5.600000E-9	-2.565993E-3
5.650000E-9	-2.613956E-3
5.700000E-9	-2.653354E-3
5.750000E-9	-2.677335E-3
5.800000E-9	-2.680761E-3
5.850000E-9	-2.673909E-3
5.900000E-9	-2.660206E-3
5.950000E-9	-2.622521E-3
6.000000E-9	-2.564280E-3
6.050000E-9	-2.518031E-3
6.100000E-9	-2.490623E-3
6.150000E-9	-2.470068E-3
6.200000E-9	-2.468355E-3
6.250000E-9	-2.506040E-3
6.300000E-9	-2.574558E-3
6.350000E-9	-2.658493E-3
6.400000E-9	-2.744140E-3
6.450000E-9	-2.809232E-3
6.500000E-9	-2.841778E-3
