Study Name	Tungsten_temperature_sweep
Sample Name	2024-05-17
Run Name	450C_spot5
Operator	Angus
Date	5/17/2024
Time	21:41
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	9:42:33 PM
	
Time	Amplitude
0.000000E+0	-9.352733E-4
5.000000E-11	-1.000365E-3
1.000000E-10	-1.039763E-3
1.500000E-10	-1.060319E-3
2.000000E-10	-1.123698E-3
2.500000E-10	-1.224762E-3
3.000000E-10	-1.317261E-3
3.500000E-10	-1.399483E-3
4.000000E-10	-1.483417E-3
4.500000E-10	-1.558787E-3
5.000000E-10	-1.623879E-3
5.500000E-10	-1.685545E-3
6.000000E-10	-1.707814E-3
6.500000E-10	-1.688971E-3
7.000000E-10	-1.654712E-3
7.500000E-10	-1.587907E-3
8.000000E-10	-1.481704E-3
8.500000E-10	-1.382353E-3
9.000000E-10	-1.306984E-3
9.500000E-10	-1.211058E-3
1.000000E-9	-1.087726E-3
1.050000E-9	-9.678194E-4
1.100000E-9	-8.461999E-4
1.150000E-9	-7.314323E-4
1.200000E-9	-6.663402E-4
1.250000E-9	-6.543495E-4
1.300000E-9	-6.543495E-4
1.350000E-9	-6.663402E-4
1.400000E-9	-6.954603E-4
1.450000E-9	-7.314323E-4
1.500000E-9	-7.656913E-4
1.550000E-9	-7.948114E-4
1.600000E-9	-8.033762E-4
1.650000E-9	-8.050891E-4
1.700000E-9	-8.119409E-4
1.750000E-9	-8.085150E-4
1.800000E-9	-7.930985E-4
1.850000E-9	-8.170798E-4
1.900000E-9	-8.718942E-4
1.950000E-9	-9.044402E-4
2.000000E-9	-9.438381E-4
2.050000E-9	-1.034624E-3
2.100000E-9	-1.149392E-3
2.150000E-9	-1.243604E-3
2.200000E-9	-1.342955E-3
2.250000E-9	-1.433742E-3
2.300000E-9	-1.471427E-3
2.350000E-9	-1.466288E-3
2.400000E-9	-1.466288E-3
2.450000E-9	-1.468001E-3
2.500000E-9	-1.449158E-3
2.550000E-9	-1.414899E-3
2.600000E-9	-1.370363E-3
2.650000E-9	-1.303558E-3
2.700000E-9	-1.211058E-3
2.750000E-9	-1.106568E-3
2.800000E-9	-1.007217E-3
2.850000E-9	-9.232827E-4
2.900000E-9	-8.513388E-4
2.950000E-9	-7.879596E-4
3.000000E-9	-7.451359E-4
3.050000E-9	-7.108769E-4
3.100000E-9	-6.680531E-4
3.150000E-9	-6.406459E-4
3.200000E-9	-6.492107E-4
3.250000E-9	-6.697661E-4
3.300000E-9	-7.108769E-4
3.350000E-9	-7.948114E-4
3.400000E-9	-9.164309E-4
3.450000E-9	-1.036337E-3
3.500000E-9	-1.157957E-3
3.550000E-9	-1.260734E-3
3.600000E-9	-1.322400E-3
3.650000E-9	-1.366937E-3
3.700000E-9	-1.390918E-3
3.750000E-9	-1.387492E-3
3.800000E-9	-1.370363E-3
3.850000E-9	-1.351520E-3
3.900000E-9	-1.305271E-3
3.950000E-9	-1.252169E-3
4.000000E-9	-1.236753E-3
4.050000E-9	-1.238465E-3
4.100000E-9	-1.216197E-3
4.150000E-9	-1.204206E-3
4.200000E-9	-1.228188E-3
4.250000E-9	-1.264160E-3
4.300000E-9	-1.286428E-3
4.350000E-9	-1.291567E-3
4.400000E-9	-1.281289E-3
4.450000E-9	-1.250456E-3
4.500000E-9	-1.207632E-3
4.550000E-9	-1.149392E-3
4.600000E-9	-1.084300E-3
4.650000E-9	-1.031199E-3
4.700000E-9	-9.935136E-4
4.750000E-9	-9.592546E-4
4.800000E-9	-9.386992E-4
4.850000E-9	-9.421251E-4
4.900000E-9	-9.609676E-4
4.950000E-9	-9.746712E-4
5.000000E-9	-9.952266E-4
5.050000E-9	-1.038050E-3
5.100000E-9	-1.104855E-3
5.150000E-9	-1.176799E-3
5.200000E-9	-1.219623E-3
5.250000E-9	-1.241891E-3
