Study Name	Tungsten_temperature_sweep
Sample Name	2024-05-17
Run Name	600C_spot5
Operator	Angus
Date	5/17/2024
Time	22:44
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	10:45:33 PM
	
Time	Amplitude
0.000000E+0	4.272095E-3
5.000000E-11	4.356029E-3
1.000000E-10	4.392001E-3
1.500000E-10	4.397140E-3
2.000000E-10	4.371446E-3
2.500000E-10	4.290937E-3
3.000000E-10	4.200151E-3
3.500000E-10	4.133346E-3
4.000000E-10	4.057976E-3
4.500000E-10	3.968903E-3
5.000000E-10	3.914088E-3
5.500000E-10	3.896959E-3
6.000000E-10	3.884968E-3
6.500000E-10	3.900385E-3
7.000000E-10	3.965477E-3
7.500000E-10	4.051124E-3
8.000000E-10	4.121355E-3
8.500000E-10	4.176170E-3
9.000000E-10	4.220706E-3
9.500000E-10	4.282373E-3
1.000000E-9	4.344039E-3
1.050000E-9	4.373159E-3
1.100000E-9	4.362881E-3
1.150000E-9	4.357742E-3
1.200000E-9	4.368020E-3
1.250000E-9	4.369733E-3
1.300000E-9	4.362881E-3
1.350000E-9	4.373159E-3
1.400000E-9	4.388575E-3
1.450000E-9	4.385150E-3
1.500000E-9	4.357742E-3
1.550000E-9	4.316632E-3
1.600000E-9	4.263530E-3
1.650000E-9	4.213855E-3
1.700000E-9	4.157327E-3
1.750000E-9	4.069967E-3
1.800000E-9	3.970616E-3
1.850000E-9	3.888394E-3
1.900000E-9	3.826728E-3
1.950000E-9	3.783904E-3
2.000000E-9	3.771913E-3
2.050000E-9	3.787330E-3
2.100000E-9	3.816450E-3
2.150000E-9	3.866126E-3
2.200000E-9	3.941495E-3
2.250000E-9	4.020291E-3
2.300000E-9	4.097374E-3
2.350000E-9	4.169318E-3
2.400000E-9	4.225845E-3
2.450000E-9	4.265243E-3
2.500000E-9	4.297789E-3
2.550000E-9	4.294363E-3
2.600000E-9	4.249826E-3
2.650000E-9	4.196725E-3
2.700000E-9	4.147049E-3
2.750000E-9	4.075106E-3
2.800000E-9	4.003162E-3
2.850000E-9	3.975754E-3
2.900000E-9	3.994597E-3
2.950000E-9	4.045985E-3
3.000000E-9	4.124781E-3
3.050000E-9	4.218993E-3
3.100000E-9	4.318344E-3
3.150000E-9	4.415983E-3
3.200000E-9	4.520473E-3
3.250000E-9	4.631814E-3
3.300000E-9	4.743156E-3
3.350000E-9	4.801396E-3
3.400000E-9	4.796258E-3
3.450000E-9	4.758573E-3
3.500000E-9	4.698619E-3
3.550000E-9	4.578713E-3
3.600000E-9	4.426260E-3
3.650000E-9	4.285798E-3
3.700000E-9	4.145337E-3
3.750000E-9	3.994597E-3
3.800000E-9	3.860987E-3
3.850000E-9	3.773626E-3
3.900000E-9	3.717099E-3
3.950000E-9	3.689692E-3
4.000000E-9	3.687979E-3
4.050000E-9	3.713673E-3
4.100000E-9	3.758210E-3
4.150000E-9	3.831867E-3
4.200000E-9	3.917514E-3
4.250000E-9	3.992884E-3
4.300000E-9	4.049411E-3
4.350000E-9	4.105939E-3
4.400000E-9	4.169318E-3
4.450000E-9	4.212142E-3
4.500000E-9	4.224132E-3
4.550000E-9	4.237836E-3
4.600000E-9	4.275521E-3
4.650000E-9	4.297789E-3
4.700000E-9	4.277234E-3
4.750000E-9	4.258391E-3
4.800000E-9	4.249826E-3
4.850000E-9	4.224132E-3
4.900000E-9	4.191586E-3
4.950000E-9	4.183021E-3
5.000000E-9	4.179596E-3
5.050000E-9	4.162466E-3
5.100000E-9	4.150475E-3
5.150000E-9	4.155614E-3
5.200000E-9	4.165892E-3
5.250000E-9	4.183021E-3
5.300000E-9	4.210429E-3
5.350000E-9	4.234410E-3
5.400000E-9	4.246401E-3
5.450000E-9	4.246401E-3
5.500000E-9	4.220706E-3
5.550000E-9	4.184734E-3
5.600000E-9	4.159040E-3
5.650000E-9	4.152188E-3
5.700000E-9	4.153901E-3
5.750000E-9	4.153901E-3
5.800000E-9	4.148762E-3
5.850000E-9	4.136772E-3
5.900000E-9	4.109365E-3
5.950000E-9	4.056263E-3
6.000000E-9	3.989458E-3
6.050000E-9	3.936357E-3
6.100000E-9	3.914088E-3
6.150000E-9	3.910662E-3
6.200000E-9	3.908949E-3
6.250000E-9	3.890107E-3
6.300000E-9	3.864413E-3
6.350000E-9	3.854135E-3
6.400000E-9	3.850709E-3
6.450000E-9	3.830154E-3
6.500000E-9	3.799321E-3
6.550000E-9	3.787330E-3
6.600000E-9	3.792469E-3
6.650000E-9	3.792469E-3
6.700000E-9	3.778765E-3
6.750000E-9	3.761636E-3
6.800000E-9	3.746219E-3
6.850000E-9	3.742793E-3
6.900000E-9	3.780478E-3
6.950000E-9	3.855848E-3
7.000000E-9	3.948347E-3
7.050000E-9	4.052837E-3
7.100000E-9	4.201864E-3
7.150000E-9	4.400566E-3
7.200000E-9	4.621537E-3
7.250000E-9	4.818526E-3
7.300000E-9	4.974404E-3
7.350000E-9	5.089172E-3
7.400000E-9	5.154264E-3
7.450000E-9	5.152551E-3
7.500000E-9	5.087459E-3
7.550000E-9	4.988108E-3
7.600000E-9	4.873340E-3
7.650000E-9	4.739730E-3
7.700000E-9	4.600981E-3
7.750000E-9	4.487927E-3
7.800000E-9	4.398853E-3
7.850000E-9	4.344039E-3
7.900000E-9	4.340613E-3
7.950000E-9	4.361168E-3
8.000000E-9	4.376585E-3
8.050000E-9	4.448529E-3
8.100000E-9	4.587278E-3
8.150000E-9	4.676351E-3
8.200000E-9	4.676351E-3
8.250000E-9	4.703758E-3
8.300000E-9	4.750008E-3
8.350000E-9	4.702045E-3
8.400000E-9	4.607833E-3
8.450000E-9	4.556445E-3
8.500000E-9	4.491352E-3
8.550000E-9	4.438251E-3
8.600000E-9	4.499917E-3
8.650000E-9	4.551306E-3
8.700000E-9	4.475936E-3
8.750000E-9	4.467371E-3
8.800000E-9	4.597555E-3
8.850000E-9	4.621537E-3
8.900000E-9	4.530750E-3
8.950000E-9	4.547880E-3
9.000000E-9	4.624963E-3
9.050000E-9	4.616398E-3
9.100000E-9	4.635240E-3
9.150000E-9	4.669499E-3
9.200000E-9	4.510195E-3
9.250000E-9	4.280660E-3
9.300000E-9	4.229271E-3
9.350000E-9	4.280660E-3
9.400000E-9	4.294363E-3
9.450000E-9	4.328622E-3
9.500000E-9	4.304641E-3
9.550000E-9	4.129920E-3
9.600000E-9	4.033995E-3
9.650000E-9	4.140198E-3
9.700000E-9	4.174457E-3
9.750000E-9	4.073393E-3
9.800000E-9	4.107652E-3
9.850000E-9	4.260104E-3
9.900000E-9	4.263530E-3
9.950000E-9	4.148762E-3
1.000000E-8	4.112790E-3
1.005000E-8	4.169318E-3
1.010000E-8	4.249826E-3
1.015000E-8	4.266956E-3
1.020000E-8	4.129920E-3
1.025000E-8	3.987745E-3
1.030000E-8	4.087096E-3
1.035000E-8	4.299502E-3
1.040000E-8	4.378298E-3
1.045000E-8	4.405705E-3
1.050000E-8	4.494778E-3
