Study Name	Tungsten_temperature_sweep
Sample Name	2024-05-17
Run Name	450C_spot5
Operator	Angus
Date	5/17/2024
Time	21:41
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	9:42:33 PM
	
Time	Amplitude
0.000000E+0	-5.423200E-3
5.000000E-11	-5.442042E-3
1.000000E-10	-5.464311E-3
1.500000E-10	-5.503709E-3
2.000000E-10	-5.524264E-3
2.500000E-10	-5.507134E-3
3.000000E-10	-5.471162E-3
3.500000E-10	-5.421487E-3
4.000000E-10	-5.351256E-3
4.500000E-10	-5.260470E-3
5.000000E-10	-5.162831E-3
5.500000E-10	-5.073758E-3
6.000000E-10	-5.025795E-3
6.500000E-10	-5.015518E-3
7.000000E-10	-5.018944E-3
7.500000E-10	-5.030934E-3
8.000000E-10	-5.065193E-3
8.500000E-10	-5.118295E-3
9.000000E-10	-5.174822E-3
9.500000E-10	-5.243340E-3
1.000000E-9	-5.325562E-3
1.050000E-9	-5.407783E-3
1.100000E-9	-5.476301E-3
1.150000E-9	-5.515699E-3
1.200000E-9	-5.512273E-3
1.250000E-9	-5.481440E-3
1.300000E-9	-5.452320E-3
1.350000E-9	-5.424913E-3
1.400000E-9	-5.390654E-3
1.450000E-9	-5.358108E-3
1.500000E-9	-5.322136E-3
1.550000E-9	-5.286164E-3
1.600000E-9	-5.267321E-3
1.650000E-9	-5.265608E-3
1.700000E-9	-5.257044E-3
1.750000E-9	-5.251905E-3
1.800000E-9	-5.263896E-3
1.850000E-9	-5.265608E-3
1.900000E-9	-5.255331E-3
1.950000E-9	-5.262183E-3
2.000000E-9	-5.267321E-3
2.050000E-9	-5.233062E-3
2.100000E-9	-5.179961E-3
2.150000E-9	-5.140563E-3
2.200000E-9	-5.111443E-3
2.250000E-9	-5.096026E-3
2.300000E-9	-5.102878E-3
2.350000E-9	-5.116582E-3
2.400000E-9	-5.130285E-3
2.450000E-9	-5.149128E-3
2.500000E-9	-5.167970E-3
2.550000E-9	-5.174822E-3
2.600000E-9	-5.179961E-3
2.650000E-9	-5.188526E-3
2.700000E-9	-5.207368E-3
2.750000E-9	-5.238201E-3
2.800000E-9	-5.269034E-3
2.850000E-9	-5.293016E-3
2.900000E-9	-5.340978E-3
2.950000E-9	-5.407783E-3
3.000000E-9	-5.459172E-3
3.050000E-9	-5.505421E-3
3.100000E-9	-5.572227E-3
3.150000E-9	-5.633893E-3
3.200000E-9	-5.668152E-3
3.250000E-9	-5.686994E-3
3.300000E-9	-5.680142E-3
3.350000E-9	-5.630467E-3
3.400000E-9	-5.561949E-3
3.450000E-9	-5.495144E-3
3.500000E-9	-5.416348E-3
3.550000E-9	-5.334126E-3
3.600000E-9	-5.267321E-3
3.650000E-9	-5.207368E-3
3.700000E-9	-5.164544E-3
3.750000E-9	-5.152554E-3
3.800000E-9	-5.162831E-3
3.850000E-9	-5.186813E-3
3.900000E-9	-5.236488E-3
3.950000E-9	-5.298155E-3
4.000000E-9	-5.349543E-3
4.050000E-9	-5.407783E-3
4.100000E-9	-5.481440E-3
4.150000E-9	-5.539680E-3
4.200000E-9	-5.572227E-3
4.250000E-9	-5.596208E-3
4.300000E-9	-5.594495E-3
4.350000E-9	-5.543106E-3
4.400000E-9	-5.469450E-3
4.450000E-9	-5.397506E-3
4.500000E-9	-5.306719E-3
4.550000E-9	-5.190239E-3
4.600000E-9	-5.072045E-3
4.650000E-9	-4.960703E-3
4.700000E-9	-4.852787E-3
4.750000E-9	-4.765427E-3
4.800000E-9	-4.720890E-3
4.850000E-9	-4.710613E-3
4.900000E-9	-4.731168E-3
4.950000E-9	-4.791121E-3
5.000000E-9	-4.878482E-3
5.050000E-9	-4.977833E-3
5.100000E-9	-5.080610E-3
5.150000E-9	-5.183387E-3
5.200000E-9	-5.291303E-3
5.250000E-9	-5.390654E-3
