Study Name	Tungsten_temperature_sweep
Sample Name	2024-05-17
Run Name	200C_spot3
Operator	Angus
Date	5/17/2024
Time	20:22
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	8:22:52 PM
	
Time	Amplitude
0.000000E+0	4.881882E-4
5.000000E-11	5.344378E-4
1.000000E-10	5.378637E-4
1.500000E-10	5.395767E-4
2.000000E-10	5.498544E-4
2.500000E-10	5.378637E-4
3.000000E-10	5.155954E-4
3.500000E-10	4.967529E-4
4.000000E-10	4.744846E-4
4.500000E-10	4.367997E-4
5.000000E-10	3.922630E-4
5.500000E-10	3.631428E-4
6.000000E-10	3.511521E-4
6.500000E-10	3.477262E-4
7.000000E-10	3.254579E-4
7.500000E-10	2.826341E-4
8.000000E-10	2.380974E-4
8.500000E-10	1.764312E-4
9.000000E-10	9.420964E-5
9.500000E-10	2.740459E-5
1.000000E-9	-2.611614E-9
1.050000E-9	-1.199326E-5
1.100000E-9	-1.028031E-5
1.150000E-9	3.939524E-5
1.200000E-9	1.318945E-4
1.250000E-9	2.398104E-4
1.300000E-9	3.408744E-4
1.350000E-9	4.299479E-4
1.400000E-9	5.173083E-4
1.450000E-9	6.166594E-4
1.500000E-9	7.091587E-4
1.550000E-9	7.656861E-4
1.600000E-9	7.879544E-4
1.650000E-9	8.033710E-4
1.700000E-9	8.307782E-4
1.750000E-9	8.564724E-4
1.800000E-9	8.616113E-4
1.850000E-9	8.479077E-4
1.900000E-9	8.410559E-4
1.950000E-9	8.393429E-4
2.000000E-9	8.187875E-4
2.050000E-9	7.776767E-4
2.100000E-9	7.468436E-4
2.150000E-9	7.280012E-4
2.200000E-9	7.228623E-4
2.250000E-9	7.194364E-4
2.300000E-9	7.074458E-4
2.350000E-9	6.817515E-4
2.400000E-9	6.457796E-4
2.450000E-9	5.943911E-4
2.500000E-9	5.275860E-4
2.550000E-9	4.607810E-4
2.600000E-9	3.905500E-4
2.650000E-9	3.066154E-4
2.700000E-9	2.295327E-4
2.750000E-9	2.038384E-4
2.800000E-9	2.192550E-4
2.850000E-9	2.363845E-4
2.900000E-9	2.449492E-4
2.950000E-9	2.723564E-4
3.000000E-9	3.254579E-4
3.050000E-9	3.922630E-4
3.100000E-9	4.590680E-4
3.150000E-9	5.327249E-4
3.200000E-9	6.166594E-4
3.250000E-9	6.817515E-4
